No.,pert_id,sample_id,L1(AgingScore),L2(AgingScore),L6(AgingScore),L7(AgingScore),L1(matchGenes),L2(matchGenes),L6(matchGenes),L7(matchGenes)
8,LUNG001_1HAE_24H:BRD-K02113016:10,K24,0.266928627,0.027708698,-0.200350174,0.297362197,61,51,40,59
8,LUNG001_1HAE_24H:BRD-K02113016:10,J24,0.245900726,0.14718134,-0.036016968,0.304640101,61,57,47,54
8,LUNG001_1HAE_24H:BRD-K02113016:10,G24,0.487316868,0.157608193,0.032440799,0.292799711,68,52,49,60
8,LUNG001_1HAE_24H:BRD-K02113016:10,L24,0.318879261,0.013761159,-0.130291055,0.170069669,65,47,44,57
8,LUNG001_1HAE_24H:BRD-K02113016:10,N24,0.432245519,0.20328161,-0.091714083,0.408672961,63,62,43,69
8,LUNG001_1HAE_24H:BRD-K02113016:10,E02,-0.420645474,-0.179183871,-0.07733588,0.0320505,39,43,48,54
8,LUNG001_1HAE_24H:BRD-K02113016:10,B24,0.174613611,0.21333263,-0.134699947,0.167433276,57,58,42,55
8,LUNG001_1HAE_24H:BRD-K02113016:10,P02,0.236307494,-0.036251321,0.005880465,0.344187483,52,46,47,60
8,LUNG001_1HAE_24H:BRD-K02113016:10,K02,-0.132241156,-0.111068607,-0.109960435,0.013224716,52,49,40,53
8,LUNG001_1HAE_24H:BRD-K02113016:10,O24,0.031095834,-0.083775017,-0.411900604,0.13370835,53,44,37,50
8,LUNG001_1HAE_24H:BRD-K02113016:10,M02,0.256088553,0.199521053,-0.033207683,0.13336413,57,60,46,51
8,LUNG001_1HAE_24H:BRD-K02113016:10,A24,-0.165469802,-0.336224405,-0.271306628,0.228475431,46,40,48,55
8,LUNG001_1HAE_24H:BRD-K02113016:10,F02,-0.092415756,0.005425094,-0.074928446,0.101251035,53,53,47,59
8,LUNG001_1HAE_24H:BRD-K02113016:10,F24,0.152289984,-0.028041969,-0.115505234,0.132235795,57,44,48,54
8,LUNG001_1HAE_24H:BRD-K02113016:10,E24,0.079569366,-0.156827432,-0.307354454,0.130300276,58,45,39,57
9,LUNG001_1HAE_24H:BRD-K41859756:10,L02,0.444205245,-0.283030185,-0.003072123,0.29020145,56,56,47,58
9,LUNG001_1HAE_24H:BRD-K41859756:10,C24,0.19944713,-0.207264726,-0.033899236,0.128137629,47,54,48,52
9,LUNG001_1HAE_24H:BRD-K41859756:10,G02,-0.02801156,-0.193684422,0.05620205,0.28916157,46,45,51,58
9,LUNG001_1HAE_24H:BRD-K41859756:10,D24,0.575514904,-0.433612417,0.010861084,0.286445587,60,43,47,61
9,LUNG001_1HAE_24H:BRD-K41859756:10,N02,0.303465601,-0.290950545,0.023423654,0.205721712,50,52,47,54
9,LUNG001_1HAE_24H:BRD-K41859756:10,D02,0.274696424,-0.269350086,-0.099272144,0.021712671,59,41,49,56
9,LUNG001_1HAE_24H:BRD-K41859756:10,C02,0.241527392,-0.12427998,0.194528151,0.289562783,52,53,55,55
9,LUNG001_1HAE_24H:BRD-K41859756:10,O02,0.686329444,-0.501240723,0.161676009,0.246454731,53,40,55,53
9,LUNG001_1HAE_24H:BRD-K41859756:10,H02,-0.134153051,-0.426769306,-0.062968331,0.217471783,45,44,47,51
9,LUNG001_1HAE_24H:BRD-K41859756:10,M24,0.66000867,-0.109684795,0.07681599,0.265409216,59,56,49,55
9,LUNG001_1HAE_24H:BRD-K41859756:10,I02,0.077728069,-0.170678328,-0.067085946,0.024067935,51,48,48,48
9,LUNG001_1HAE_24H:BRD-K41859756:10,J02,0.216361556,-0.052171466,-0.056642139,0.139387957,53,53,47,56
9,LUNG001_1HAE_24H:BRD-K41859756:10,H24,0.323016181,-0.249918912,-0.030758432,-0.116615118,50,45,47,46
9,LUNG001_1HAE_24H:BRD-K41859756:10,I24,-0.017374319,-0.32170929,-0.178885892,0.00540724,49,49,46,49
9,LUNG001_1HAE_24H:BRD-K41859756:10,K24,0.547164451,-0.328119535,-0.092957257,0.16085824,51,51,49,58
9,LUNG001_1HAE_24H:BRD-K41859756:10,J24,0.301205717,-0.23558177,0.00745326,0.387623282,48,45,42,60
9,LUNG001_1HAE_24H:BRD-K41859756:10,G24,0.561144214,-0.300230864,0.125456796,0.323677931,58,53,52,59
9,LUNG001_1HAE_24H:BRD-K41859756:10,L24,0.380325581,-0.348012217,-0.053249782,0.104677806,53,43,48,52
9,LUNG001_1HAE_24H:BRD-K41859756:10,N24,0.549079161,-0.121374696,0.01448524,0.50227342,53,51,52,62
9,LUNG001_1HAE_24H:BRD-K41859756:10,E02,-0.266666263,-0.461153469,-0.017914614,0.09274133,43,44,46,53
9,LUNG001_1HAE_24H:BRD-K41859756:10,B24,0.277134758,-0.052866036,-0.060944973,0.197001493,52,54,46,54
9,LUNG001_1HAE_24H:BRD-K41859756:10,P02,0.1833544,-0.266391578,0.098316922,0.372190629,56,50,51,61
9,LUNG001_1HAE_24H:BRD-K41859756:10,K02,6.99E-06,-0.480528101,0.050409507,-0.019914517,46,45,50,52
9,LUNG001_1HAE_24H:BRD-K41859756:10,O24,0.017292864,-0.331539573,-0.317174869,0.162400858,52,43,42,53
9,LUNG001_1HAE_24H:BRD-K41859756:10,M02,0.268934681,-0.227138228,0.122338129,0.061301644,54,58,47,51
9,LUNG001_1HAE_24H:BRD-K41859756:10,A24,-0.010809761,-0.668192933,-0.127979711,0.303103128,49,35,43,55
9,LUNG001_1HAE_24H:BRD-K41859756:10,F02,0.100400788,-0.384413304,0.102322112,0.207599237,47,47,52,53
9,LUNG001_1HAE_24H:BRD-K41859756:10,F24,0.099369352,-0.205569302,-0.020071695,0.25623562,51,47,50,58
9,LUNG001_1HAE_24H:BRD-K41859756:10,E24,0.126226349,-0.479491422,-0.204041372,0.20157728,53,42,43,58
10,LUNG001_1HAE_24H:BRD-K46212057:10,L02,0.182382234,0.245738081,-0.12752738,-0.085124152,57,62,49,50
10,LUNG001_1HAE_24H:BRD-K46212057:10,C24,-0.023748996,0.228622066,-0.011956655,-0.189309895,56,60,52,48
10,LUNG001_1HAE_24H:BRD-K46212057:10,G02,-0.155630459,0.235101827,-0.069606648,0.161397514,42,53,49,49
10,LUNG001_1HAE_24H:BRD-K46212057:10,D24,0.28820276,0.003292053,-0.113280872,0.019672895,59,50,46,50
10,LUNG001_1HAE_24H:BRD-K46212057:10,N02,0.000875313,0.217377212,-0.025764768,0.020267905,54,56,49,55
10,LUNG001_1HAE_24H:BRD-K46212057:10,D02,0.043973167,0.155963375,-0.110532663,-0.165648975,55,53,52,46
10,LUNG001_1HAE_24H:BRD-K46212057:10,C02,0.089536838,0.307035412,0.043797247,0.055676825,54,58,56,54
10,LUNG001_1HAE_24H:BRD-K46212057:10,O02,0.032291377,0.005321913,0.011855823,-0.150133762,56,52,56,55
10,LUNG001_1HAE_24H:BRD-K46212057:10,H02,-0.370666607,-0.018615659,-0.276268331,-0.091796466,41,47,46,54
10,LUNG001_1HAE_24H:BRD-K46212057:10,M24,0.38187407,0.32804816,0.172487998,-0.129516037,65,61,52,56
10,LUNG001_1HAE_24H:BRD-K46212057:10,I02,-0.227956266,0.103373463,-0.187375919,-0.110513607,43,55,51,37
10,LUNG001_1HAE_24H:BRD-K46212057:10,J02,0.073947004,0.346102394,-0.16047946,-0.119222191,58,59,46,44
10,LUNG001_1HAE_24H:BRD-K46212057:10,H24,-0.104398046,0.076825537,-0.0882031,-0.328673043,52,52,46,47
10,LUNG001_1HAE_24H:BRD-K46212057:10,I24,-0.040538242,0.080106235,-0.324359865,-0.396731468,53,62,44,48
10,LUNG001_1HAE_24H:BRD-K46212057:10,K24,0.202603375,0.173104864,-0.033730503,-0.032932612,59,49,46,54
10,LUNG001_1HAE_24H:BRD-K46212057:10,J24,0.147424346,0.168591412,-0.14660996,-0.065299844,55,55,50,50
10,LUNG001_1HAE_24H:BRD-K46212057:10,G24,0.377231538,0.221382869,0.034543434,0.117020818,65,61,54,54
10,LUNG001_1HAE_24H:BRD-K46212057:10,L24,0.165422829,0.058368579,-0.199556721,-0.080017833,57,58,46,52
10,LUNG001_1HAE_24H:BRD-K46212057:10,N24,0.219244607,0.310731438,-0.008427325,0.249273365,58,58,44,58
10,LUNG001_1HAE_24H:BRD-K46212057:10,E02,-0.46273656,-0.090849582,-0.198345835,-0.146267743,39,52,49,51
10,LUNG001_1HAE_24H:BRD-K46212057:10,B24,0.0481808,0.312302616,-0.106545175,-0.296834599,59,55,48,49
10,LUNG001_1HAE_24H:BRD-K46212057:10,P02,-0.033827471,0.078223992,0.01877309,0.118967672,58,48,54,56
10,LUNG001_1HAE_24H:BRD-K46212057:10,K02,-0.209763821,0.041300328,-0.174597823,-0.290854088,41,55,46,45
10,LUNG001_1HAE_24H:BRD-K46212057:10,O24,-0.218253519,-0.056084628,-0.440327673,-0.184533809,42,50,39,50
10,LUNG001_1HAE_24H:BRD-K46212057:10,M02,0.092268466,0.213846747,0.043402269,-0.137089227,50,67,51,49
10,LUNG001_1HAE_24H:BRD-K46212057:10,A24,-0.253599212,-0.26174814,-0.141835686,0.062392105,46,44,44,58
10,LUNG001_1HAE_24H:BRD-K46212057:10,F02,-0.167247814,0.163607429,-0.003757224,-0.141994142,42,51,51,52
10,LUNG001_1HAE_24H:BRD-K46212057:10,F24,0.012042961,0.068779287,-0.148392267,-0.047240425,48,54,44,52
10,LUNG001_1HAE_24H:BRD-K46212057:10,E24,0.034879973,0.002994787,-0.260567342,-0.048100942,57,48,42,49
11,LUNG001_1HAE_24H:BRD-K13566078:10,L02,0.187961963,0.298562793,0.054656695,0.003284404,55,57,49,45
11,LUNG001_1HAE_24H:BRD-K13566078:10,C24,-0.106838959,0.231948726,0.012999438,-0.056794348,53,56,50,47
11,LUNG001_1HAE_24H:BRD-K13566078:10,G02,-0.172962323,0.041874616,0.042993648,0.219094289,39,53,51,51
11,LUNG001_1HAE_24H:BRD-K13566078:10,D24,0.292716626,-0.126661037,-0.022972148,0.038230824,59,39,49,49
11,LUNG001_1HAE_24H:BRD-K13566078:10,N02,-0.036876088,0.154554818,0.018635061,0.065951502,53,52,54,47
11,LUNG001_1HAE_24H:BRD-K13566078:10,D02,-0.005076499,0.302087712,-0.044236495,-0.116903932,49,48,51,50
11,LUNG001_1HAE_24H:BRD-K13566078:10,C02,-0.026016017,0.196700845,0.037101769,0.029435722,52,56,49,47
11,LUNG001_1HAE_24H:BRD-K13566078:10,O02,0.127614884,-0.043009039,0.111484226,0.106784595,53,52,53,51
11,LUNG001_1HAE_24H:BRD-K13566078:10,H02,-0.386718063,-0.105947742,-0.196605801,-0.043187167,38,42,41,52
11,LUNG001_1HAE_24H:BRD-K13566078:10,M24,0.296318107,0.279053249,0.10656157,-0.014379032,59,60,45,51
11,LUNG001_1HAE_24H:BRD-K13566078:10,I02,-0.164839207,0.099416517,-0.098318311,-0.197581579,47,57,44,39
11,LUNG001_1HAE_24H:BRD-K13566078:10,J02,-0.02327696,0.511884617,-0.090469751,-0.142568133,50,55,50,47
11,LUNG001_1HAE_24H:BRD-K13566078:10,H24,0.048910914,0.011217041,-0.039731561,-0.242176629,49,49,42,39
11,LUNG001_1HAE_24H:BRD-K13566078:10,I24,-0.102881442,0.007916122,-0.171364535,-0.322794136,49,48,49,40
11,LUNG001_1HAE_24H:BRD-K13566078:10,K24,0.221504504,0.169386134,-0.06375631,0.000906956,57,49,47,43
11,LUNG001_1HAE_24H:BRD-K13566078:10,J24,0.179495376,0.19256794,0.024076377,0.192066553,53,53,50,53
11,LUNG001_1HAE_24H:BRD-K13566078:10,G24,0.429889837,0.156918771,0.090603767,0.174832639,67,54,53,51
11,LUNG001_1HAE_24H:BRD-K13566078:10,L24,0.154688693,0.043122757,-0.106359033,-0.125732723,59,54,49,45
11,LUNG001_1HAE_24H:BRD-K13566078:10,N24,0.300733987,0.301302066,-0.024581327,0.32608477,60,58,49,51
11,LUNG001_1HAE_24H:BRD-K13566078:10,E02,-0.405633453,-0.116024871,-0.060306465,-0.13611306,41,42,45,47
11,LUNG001_1HAE_24H:BRD-K13566078:10,B24,0.015818758,0.376655559,-0.053153653,-0.004194873,49,59,47,49
11,LUNG001_1HAE_24H:BRD-K13566078:10,P02,0.069327076,0.011322054,0.144107795,0.190648121,47,48,55,53
11,LUNG001_1HAE_24H:BRD-K13566078:10,K02,-0.211882746,-0.057022766,0.022424369,-0.248384091,47,51,45,41
11,LUNG001_1HAE_24H:BRD-K13566078:10,O24,-0.28731394,-0.100770577,-0.422776181,-0.044425698,42,43,50,47
11,LUNG001_1HAE_24H:BRD-K13566078:10,M02,0.058137641,0.200985187,0.026057312,-0.205579948,48,53,53,42
11,LUNG001_1HAE_24H:BRD-K13566078:10,A24,-0.158977624,-0.350687026,-0.090201555,0.127568867,44,47,48,50
11,LUNG001_1HAE_24H:BRD-K13566078:10,F02,-0.226159633,0.122293448,-0.004584497,-0.068384789,46,52,50,44
11,LUNG001_1HAE_24H:BRD-K13566078:10,F24,0.034928096,0.030006931,-0.046953713,-0.015215933,51,48,50,51
11,LUNG001_1HAE_24H:BRD-K13566078:10,E24,-0.047583352,-0.208408902,-0.187106349,-0.020755774,53,42,40,51
12,LUNG001_1HAE_24H:BRD-K55395145:10,L02,0.366137239,0.535048995,0.096532493,0.084152756,55,51,46,55
12,LUNG001_1HAE_24H:BRD-K55395145:10,C24,0.071945407,0.350273007,0.12697681,-0.05861122,52,58,48,49
12,LUNG001_1HAE_24H:BRD-K55395145:10,G02,-0.106191335,0.19478251,0.08866073,0.197375471,44,50,48,52
12,LUNG001_1HAE_24H:BRD-K55395145:10,D24,0.413059266,-0.005997689,0.039884895,0.10851302,58,45,48,55
12,LUNG001_1HAE_24H:BRD-K55395145:10,N02,0.147923974,0.484086188,0.123177608,0.075492232,51,59,51,53
12,LUNG001_1HAE_24H:BRD-K55395145:10,D02,0.126154546,0.331909055,0.066496792,-0.011075556,57,51,49,52
12,LUNG001_1HAE_24H:BRD-K55395145:10,C02,0.077874167,0.440750134,0.196088904,0.10530091,56,60,57,55
12,LUNG001_1HAE_24H:BRD-K55395145:10,O02,0.246298481,0.104461055,0.169893874,0.084094172,58,49,52,51
12,LUNG001_1HAE_24H:BRD-K55395145:10,H02,-0.163657105,0.234307993,-0.166267815,0.054374872,44,52,48,47
12,LUNG001_1HAE_24H:BRD-K55395145:10,M24,0.555390674,0.397934397,0.293722517,0.066792592,69,58,54,60
12,LUNG001_1HAE_24H:BRD-K55395145:10,I02,-0.010894534,0.321637309,0.003246339,-0.087105764,49,57,46,44
12,LUNG001_1HAE_24H:BRD-K55395145:10,J02,0.209889686,0.396201156,0.006937532,0.061728132,52,59,44,53
12,LUNG001_1HAE_24H:BRD-K55395145:10,H24,0.114997849,0.089711244,0.188227085,-0.151694648,53,53,47,45
12,LUNG001_1HAE_24H:BRD-K55395145:10,I24,0.143150715,0.140692592,0.00316138,-0.157243823,52,57,49,42
12,LUNG001_1HAE_24H:BRD-K55395145:10,K24,0.301761517,0.28093664,0.056441235,0.106060109,51,54,47,54
12,LUNG001_1HAE_24H:BRD-K55395145:10,J24,0.276929191,0.269543995,0.180233741,0.23753957,55,49,53,53
12,LUNG001_1HAE_24H:BRD-K55395145:10,G24,0.681206516,0.254151121,0.247808603,0.147928595,65,57,56,53
12,LUNG001_1HAE_24H:BRD-K55395145:10,L24,0.371502173,0.197591594,0.048269158,-0.015435719,54,56,46,51
12,LUNG001_1HAE_24H:BRD-K55395145:10,N24,0.361524899,0.410539492,0.107175766,0.316294427,61,53,48,55
12,LUNG001_1HAE_24H:BRD-K55395145:10,E02,-0.232344491,0.136237658,0.053154475,0.054060896,37,54,42,50
12,LUNG001_1HAE_24H:BRD-K55395145:10,B24,0.13020214,0.348135254,0.140323666,0.058753039,54,59,45,52
12,LUNG001_1HAE_24H:BRD-K55395145:10,P02,0.21058393,0.127627602,0.199922327,0.222180214,56,51,57,57
12,LUNG001_1HAE_24H:BRD-K55395145:10,K02,-0.060090794,0.16624094,0.03421657,-0.17548899,48,48,48,46
12,LUNG001_1HAE_24H:BRD-K55395145:10,O24,-0.084125895,0.013863012,-0.257249941,0.019170526,47,46,40,51
12,LUNG001_1HAE_24H:BRD-K55395145:10,M02,0.2949613,0.479999515,0.212360145,-0.023931131,52,53,45,47
12,LUNG001_1HAE_24H:BRD-K55395145:10,A24,-0.08214337,-0.112940514,0.025806343,0.137741514,47,45,51,53
12,LUNG001_1HAE_24H:BRD-K55395145:10,F02,-0.060683684,0.253736391,0.104638178,0.061280924,56,54,49,48
12,LUNG001_1HAE_24H:BRD-K55395145:10,F24,0.135469362,0.096063216,-0.025922567,-0.014965949,51,54,48,51
12,LUNG001_1HAE_24H:BRD-K55395145:10,E24,0.070794745,0.159599127,-0.098875819,-0.011742868,53,53,44,52
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,L02,0.697790456,1.749530355,-0.096047145,0.272600151,60,65,45,51
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,C24,0.442465858,1.422454015,-0.172252108,0.176896436,58,69,48,56
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,G02,0.309372251,1.233321918,-0.196125166,0.196248968,51,63,47,51
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,D24,0.794943314,1.550005045,-0.10096922,0.396194484,68,60,45,51
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,N02,0.591359525,3.082005295,-0.086665445,0.270840251,61,60,46,54
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,D02,0.49623115,1.215433178,-0.127562326,0.172519716,57,64,46,56
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,C02,0.537860194,1.655130331,-0.083809556,0.279117124,57,66,44,54
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,O02,0.730655182,1.253198802,0.05685454,0.233211343,66,61,49,54
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,H02,0.050277734,1.160556695,-0.257094939,0.126394652,52,59,51,51
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,M24,1.037082943,1.699672547,0.051418838,0.3114178,68,66,53,54
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,I02,0.347381441,1.290830688,-0.255775352,0.028339163,54,66,51,48
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,J02,0.591508878,1.832493587,-0.120884096,0.161649624,56,67,48,45
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,H24,0.533490573,0.959123581,-0.125580145,-0.116053166,59,62,49,48
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,I24,0.433321656,1.227263803,-0.147823353,0.003830635,57,61,49,46
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,K24,0.609531399,1.296137125,-0.224597158,0.211669499,62,62,43,51
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,J24,0.664578168,1.605521518,-0.164970514,0.395106722,62,67,48,48
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,G24,0.841682495,1.498266852,-0.052308953,0.472495084,64,63,50,52
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,L24,0.57717248,1.134035338,-0.209868038,0.174306835,65,63,47,50
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,N24,0.694638876,1.772266123,-0.146923975,0.425540193,64,61,53,59
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,E02,-0.089255155,1.059709603,-0.118452422,0.224087965,51,62,47,45
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,B24,0.505773753,1.612195143,-0.218604725,0.234506551,59,65,52,48
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,P02,0.611793268,1.326354194,-0.040769228,0.29455028,63,59,50,50
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,K02,0.262187043,1.713517396,-0.074687391,0.067348863,58,63,43,44
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,O24,0.322586611,1.300508662,-0.376601089,0.182440559,52,54,42,51
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,M02,0.585953159,1.523286453,0.024111399,0.100914321,57,63,45,46
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,A24,0.112962922,1.503995637,-0.145100423,0.315728027,52,57,45,57
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,F02,0.206428121,1.541216888,-0.018060894,0.415408123,55,64,47,49
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,F24,0.420921595,1.177162227,-0.198436075,0.249250581,56,62,48,51
13,LUNG001_1HAE_24H:BRD-K21680192:3.33,E24,0.717940465,0.923904849,-0.163335135,0.218848357,62,62,45,52
14,LUNG001_1HAE_24H:BRD-K73789395:10,L02,0.245447716,0.388080248,-0.023242811,0.074550895,57,59,49,50
14,LUNG001_1HAE_24H:BRD-K73789395:10,C24,-0.111128935,0.246795292,-0.121436345,0.027976796,46,57,47,51
14,LUNG001_1HAE_24H:BRD-K73789395:10,G02,-0.103086541,0.182712985,0.002650149,0.095953946,39,56,49,57
14,LUNG001_1HAE_24H:BRD-K73789395:10,D24,0.247762093,-0.054596327,-0.242288191,0.038534613,56,46,45,63
14,LUNG001_1HAE_24H:BRD-K73789395:10,N02,0.093366545,0.199349375,-0.00859306,0.109820439,52,59,55,55
14,LUNG001_1HAE_24H:BRD-K73789395:10,D02,0.001494518,0.136896091,-0.131285963,-0.047432519,45,57,43,54
14,LUNG001_1HAE_24H:BRD-K73789395:10,C02,-0.043510108,0.372741371,-0.031319386,0.059862762,49,59,53,55
14,LUNG001_1HAE_24H:BRD-K73789395:10,O02,0.066002252,0.017883888,0.07554612,0.055858578,48,49,54,52
14,LUNG001_1HAE_24H:BRD-K73789395:10,H02,-0.383278809,0.071558779,-0.124426815,0.021554781,41,48,40,55
14,LUNG001_1HAE_24H:BRD-K73789395:10,M24,0.418568403,0.34043558,0.066271784,0.169767143,65,55,54,53
14,LUNG001_1HAE_24H:BRD-K73789395:10,I02,-0.162626147,0.164565663,-0.129827554,-0.039559748,38,60,47,51
14,LUNG001_1HAE_24H:BRD-K73789395:10,J02,-0.048267067,0.402668753,-0.123381264,0.019652875,51,61,48,55
14,LUNG001_1HAE_24H:BRD-K73789395:10,H24,-0.046033921,0.069826144,-0.129419243,-0.280286122,42,51,48,49
14,LUNG001_1HAE_24H:BRD-K73789395:10,I24,-0.083232774,0.113604585,-0.222157322,-0.642412019,48,60,46,49
14,LUNG001_1HAE_24H:BRD-K73789395:10,K24,0.157693462,0.272166534,-0.105414763,0.044540814,51,50,53,55
14,LUNG001_1HAE_24H:BRD-K73789395:10,J24,0.132030997,0.293007641,-0.07885239,0.216473862,51,58,45,58
14,LUNG001_1HAE_24H:BRD-K73789395:10,G24,0.267810027,0.203143505,0.042721371,0.296111571,56,58,49,59
14,LUNG001_1HAE_24H:BRD-K73789395:10,L24,0.208365043,0.052458238,-0.105776122,-0.033452318,48,50,51,51
14,LUNG001_1HAE_24H:BRD-K73789395:10,N24,0.210459743,0.548620563,-0.008394642,0.447065507,57,59,48,66
14,LUNG001_1HAE_24H:BRD-K73789395:10,E02,-0.482236841,-0.094903319,-0.143514115,-0.066078632,40,46,47,54
14,LUNG001_1HAE_24H:BRD-K73789395:10,B24,-0.022789626,0.257199444,-0.108805059,0.047700052,49,57,49,55
14,LUNG001_1HAE_24H:BRD-K73789395:10,P02,-0.018049686,0.086339119,0.054473954,0.295197468,45,53,50,59
14,LUNG001_1HAE_24H:BRD-K73789395:10,K02,-0.264973988,0.17426601,-0.204606285,-0.063953749,39,51,48,59
14,LUNG001_1HAE_24H:BRD-K73789395:10,O24,-0.217071659,-0.014907386,-0.429623785,0.096506247,44,47,48,52
14,LUNG001_1HAE_24H:BRD-K73789395:10,M02,0.148967479,0.31429826,-0.040146106,-0.174499253,48,61,52,50
14,LUNG001_1HAE_24H:BRD-K73789395:10,A24,-0.281109689,-0.250899699,-0.101699393,0.233732089,42,45,41,61
14,LUNG001_1HAE_24H:BRD-K73789395:10,F02,-0.180919326,0.153168507,0.059867262,0.060091539,47,58,52,57
14,LUNG001_1HAE_24H:BRD-K73789395:10,F24,-0.052289482,0.04249452,-0.155275307,0.020606914,49,54,52,58
14,LUNG001_1HAE_24H:BRD-K73789395:10,E24,0.004073507,-0.051558713,-0.183909055,0.136064185,52,47,39,54
15,LUNG001_1HAE_24H:BRD-K47150025:10,L02,-0.103266229,0.279029483,-0.131040712,0.039158242,44,55,40,52
15,LUNG001_1HAE_24H:BRD-K47150025:10,C24,-0.272468081,0.188247783,-0.132886656,-0.126478035,41,56,46,51
15,LUNG001_1HAE_24H:BRD-K47150025:10,G02,-0.627708807,0.149247025,-0.069730782,0.0390092,36,55,45,56
15,LUNG001_1HAE_24H:BRD-K47150025:10,D24,-0.034431465,-0.098083264,-0.137433706,0.058009845,43,46,43,57
15,LUNG001_1HAE_24H:BRD-K47150025:10,N02,-0.468423443,0.161219272,-0.114502638,0.056571693,45,56,44,50
15,LUNG001_1HAE_24H:BRD-K47150025:10,D02,-0.403931642,0.104950841,-0.178767111,0.000229149,41,53,43,50
15,LUNG001_1HAE_24H:BRD-K47150025:10,C02,-0.596530036,0.267101978,-0.030389952,0.154315712,41,59,49,48
15,LUNG001_1HAE_24H:BRD-K47150025:10,O02,-0.141939277,-0.109169802,-0.074192715,-0.023043968,48,52,48,53
15,LUNG001_1HAE_24H:BRD-K47150025:10,H02,-0.675488611,-0.04797071,-0.327124532,0.061378373,30,45,42,50
15,LUNG001_1HAE_24H:BRD-K47150025:10,M24,0.180911813,0.231202238,-0.06276832,0.082121234,50,58,52,55
15,LUNG001_1HAE_24H:BRD-K47150025:10,I02,-0.495343796,0.03675949,-0.238240856,-0.13438731,28,52,43,45
15,LUNG001_1HAE_24H:BRD-K47150025:10,J02,-0.232180362,0.286648223,-0.233943639,-0.001658842,43,60,41,54
15,LUNG001_1HAE_24H:BRD-K47150025:10,H24,-0.282229104,-0.159896539,-0.28642196,-0.150824323,45,55,42,48
15,LUNG001_1HAE_24H:BRD-K47150025:10,I24,-0.375428075,-0.102904035,-0.344236386,-0.121898728,37,51,37,47
15,LUNG001_1HAE_24H:BRD-K47150025:10,K24,-0.129916823,0.150763815,-0.196123385,0.133579828,45,53,45,48
15,LUNG001_1HAE_24H:BRD-K47150025:10,J24,-0.233125347,0.118024679,-0.162178525,0.136298292,46,59,42,51
15,LUNG001_1HAE_24H:BRD-K47150025:10,G24,-0.007413116,0.160610032,0.024291526,0.048095853,46,53,49,54
15,LUNG001_1HAE_24H:BRD-K47150025:10,L24,-0.168284133,-0.029175085,-0.228302902,-0.096892079,44,47,36,55
15,LUNG001_1HAE_24H:BRD-K47150025:10,N24,-0.043616736,0.326873424,-0.157817021,0.282956013,40,54,44,62
15,LUNG001_1HAE_24H:BRD-K47150025:10,E02,-0.809939242,-0.133757555,-0.23948602,-0.022232823,28,41,39,48
15,LUNG001_1HAE_24H:BRD-K47150025:10,B24,-0.366517221,0.116002275,-0.228428369,0.043038863,43,56,44,49
15,LUNG001_1HAE_24H:BRD-K47150025:10,P02,-0.177623734,-0.15292833,-0.062604852,0.136699187,40,47,49,52
15,LUNG001_1HAE_24H:BRD-K47150025:10,K02,-0.474192386,0.026684264,-0.144184544,-0.171279086,40,47,41,47
15,LUNG001_1HAE_24H:BRD-K47150025:10,O24,-0.569775624,-0.183911063,-0.535504686,-0.075517043,40,43,36,46
15,LUNG001_1HAE_24H:BRD-K47150025:10,M02,-0.319007041,0.135965228,-0.119590478,0.02680377,42,58,41,48
15,LUNG001_1HAE_24H:BRD-K47150025:10,A24,-0.511672209,-0.30726012,-0.319063642,0.06977026,34,42,43,57
15,LUNG001_1HAE_24H:BRD-K47150025:10,F02,-0.587166988,0.097539981,-0.09906973,0.016120455,35,55,42,51
15,LUNG001_1HAE_24H:BRD-K47150025:10,F24,-0.295301106,-0.024814787,-0.288608578,-0.037368954,41,47,41,53
