"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","036_pF","348_pF","652_pF","864_pF","204_pF","680_pF","706_pF","731_pF"
"DGAT1",226.014766675828,0.401498741196475,0.184624723111709,2.17467484543522,0.0296544911997877,0.195589668769369,301.969706363249,278.243650557929,221.524018646165,228.145963752325,177.566629121265,180.248038721904,209.362611742134,211.057514501652
"MSANTD4",513.951382525716,-0.457883720849344,0.210540890552942,-2.17479711255522,0.0296453235723673,0.195589668769369,303.29413489993,436.674198918315,483.972153186803,506.991030560723,687.145861651561,600.82679573968,510.149944769042,582.556940479672
"IPO5",11408.7642491897,0.433466844554587,0.199432390132007,2.17350273076339,0.0297425005128929,0.195939145902227,11187.4478493437,13690.3797601919,14052.9855362844,13508.1422705023,9953.90431891756,12706.5479380259,7507.79811190568,8662.90820834607
"PAWR",2106.27803214241,-0.627152436671542,0.288593203990286,-2.17313653960005,0.0297700423184135,0.196028984869217,1316.48196546083,1946.71536297825,1807.77833690365,1550.54756846488,3299.77985783683,3018.21585672355,1372.28506648447,2538.42024228683
"FAM195A",220.308913244395,0.535665527510937,0.246611547014495,2.1721023771829,0.0298479417204592,0.196175423018664,317.86284880342,226.753722340803,211.737817019226,287.294917317743,152.596321901087,138.002404646458,205.705622890743,222.517651035678
"NANS",1927.0270228804,0.589105268871954,0.271200439584072,2.17221354720309,0.0298395593203249,0.196175423018664,3179.95291657088,2485.37922740356,2238.37120848896,1357.2572380636,1339.1483279562,1617.53838915542,1836.72265061112,1361.84622479346
"FNIP2",1631.91907232677,-0.998196462782562,0.459444408148928,-2.17261641469145,0.0298091994117036,0.196175423018664,1313.83310838747,1409.04168948019,1158.33041075224,474.24785983701,2363.85575017684,2272.81511325901,735.969006342435,3327.25964037898
"SLC9A6",252.451072368727,-0.420369432389704,0.193529714461023,-2.1721182897439,0.0298467417633733,0.196175423018664,213.232994405628,175.263794123677,201.951615392287,273.563910240057,310.741600962213,276.943601161259,264.217444512998,303.693618151698
"TUSC3",1790.95950975541,-0.709866635924161,0.326969727963177,-2.17104696617085,0.0299276223167969,0.196607464782015,1342.97053619445,1100.10212017743,2199.22640198121,793.229716564798,2691.24422261917,1648.51852081075,2016.82935154213,2535.55520815333
"PPP1CB",3286.12387330964,-0.435361076789346,0.200584824984234,-2.17045869159626,0.0299721147253946,0.196808045364981,2340.26522431518,2342.79173387921,3756.12211535787,2735.63910240057,4169.11647957636,3540.1841355224,4011.7167699759,3393.15542544963
"RNU2-48P",118.222743111573,0.849755205044358,0.391550505584887,2.1702314080147,0.0299893198680984,0.196829344273953,154.958138791667,111.891574779523,98.7516709627483,242.93320214368,70.2867906938339,65.7154307840275,134.394340288618,66.8507964484869
"OBSL1",1060.96982897256,-0.523052866537943,0.241073486309573,-2.16968225973331,0.0300309248893088,0.197010692922046,1121.79097056874,889.191452672669,741.97201426065,730.912069058376,1354.87037324298,1041.12018199266,969.10204561861,1638.79952436577
"SEPT10",2650.63699360719,-0.361922392089501,0.166872557098017,-2.16885507349729,0.0300936884928114,0.197330614126351,2047.5665177087,2110.0968659749,2741.02611023629,2379.68914969439,3344.17151511715,3233.19919457415,2498.63763271289,2850.70896283905
"FANCD2",386.049151763744,1.28088994013087,0.590805227424135,2.1680409730216,0.0301555692416874,0.197611670066057,544.340128575857,536.683482570809,812.254735035939,294.68853651342,102.655707460731,196.207500483739,537.577361154474,63.9857623149803
"PLEKHA4",484.253863896252,-0.413541771378343,0.190771075226013,-2.16773832662213,0.0301786016209548,0.197611670066057,505.931701012111,400.037134609976,376.323935290473,380.243272920542,496.631665823537,464.701974829909,662.829229314615,587.331997368849
"EPS15L1",502.904413031395,0.362134806571156,0.167054753863404,2.16776115732248,0.0301768636030784,0.197611670066057,637.050126143521,560.448064824867,551.585909882018,514.3846497564,375.479434496008,423.395132622806,532.091877877387,428.800108648152
"PRKCE",315.717585505259,0.449373063105282,0.20737376559284,2.16697161196169,0.0302370187801395,0.19785158325086,300.645277826568,322.802242284287,368.317043050251,465.798009327664,235.83067930168,238.453134559185,302.615827452604,291.278470239836
"MRPL28",1326.59550299002,0.488762479739612,0.22555952274674,2.16688913767742,0.0302433084058451,0.19785158325086,1999.88709038819,1451.61989935204,1450.13715017369,1295.99582187085,1034.88051034737,914.383279766325,1477.42349596196,988.436776059771
"ANLN",3970.71870778621,1.40369080787212,0.647911370561833,2.16648583687445,0.030274080985777,0.197961036056347,5234.14157696299,4323.17358838404,8569.15400642515,4926.26284694836,920.20206237322,1833.46051887437,5609.82089803376,349.534164287803
"HEATR5B",754.364493186973,-0.318914514619888,0.147234226550704,-2.16603518143291,0.03030849863328,0.198094211280474,660.889839803778,631.741811587041,644.999652684618,747.811770077067,965.518545846876,832.708387220463,721.341050936871,829.904887339074
"JRKL",257.769006427974,-0.39388797076031,0.181940008317604,-2.16493323487552,0.030392798593966,0.198461173959117,186.744423672009,224.773340486298,229.530910886388,249.270590025689,325.538820055652,312.617692158302,239.532769766109,294.143504373343
"TPI1",7229.96047989164,0.55845995195487,0.257937639695037,2.16509677538782,0.0303802748744624,0.198461173959117,10750.386432239,7901.72359947427,8231.08522294908,7565.78489980512,5216.94455663049,5098.57863697219,8757.57405186855,4317.60643919442
"PI4KAP2",34.9947504215227,0.980115170429978,0.452792003069279,2.16460353492598,0.0304180600708104,0.19853417170291,59.5992841506413,43.5684007991063,31.1379142675333,51.7553343697405,12.022740513419,21.5922129718947,40.2268773653008,20.0552389345461
"TUBA1B",18979.8468308613,0.910043482286566,0.420570408868067,2.16383146102903,0.0304772866442273,0.198796212419271,33743.7902575564,22947.6747390747,30024.9562461423,12384.3121527593,8644.35042914823,10997.0079457728,24657.2473305037,8439.43554593256
"NXF1",759.936441643063,0.432665743372252,0.199964512439607,2.16371264127641,0.0304864102177943,0.198796212419271,890.015976649577,1017.91627321548,760.65476282117,823.860424661175,535.474365943814,631.806927395007,842.935930245621,576.826872212659
"EFEMP1",22570.1455155561,-1.26031529977557,0.582586062568189,-2.16331179331646,0.0305172066337445,0.198905029645183,6136.07741044269,17101.5875045765,21539.4297808928,8399.15140628931,48939.9524991619,51776.2491228669,6939.13634551438,19729.5800547042
"RAB3GAP1",3330.9738660592,-0.456324227033986,0.211017429989955,-2.16249542540494,0.0305800093209915,0.199130240834798,2226.36437016062,2690.34874934481,3045.28801536475,3271.14837843033,4384.60098262456,4102.52046466,2744.57013296893,4182.94983491961
"TERF1",344.598808059518,-0.529599289991491,0.244893271079147,-2.16257183244667,0.0305741266691051,0.199130240834798,198.664280502138,319.83166950253,303.37225043511,305.250849650102,426.344875129703,407.43567086097,291.644860898431,504.246007497159
"KY",36.4783442708533,-1.66028879291191,0.767894518031763,-2.16213132653623,0.0306080549992636,0.199208968536453,27.8129992702993,9.90190927252415,29.3586048808171,3.16869394100452,47.1661358603359,35.6740909970435,122.509126521598,16.235193423204
"HNRNPF",4306.81861488424,0.428575227864968,0.198250313721636,2.16178839679786,0.0306344902672031,0.199208968536453,4570.60288008585,5424.26589948873,5664.43143261098,4107.68357885553,3252.6137219765,3539.24534365405,4762.3137317239,3133.39233067837
"RNF13",820.265831408312,-0.444063532397281,0.205402389589302,-2.16191999170592,0.030624343753215,0.199208968536453,664.863125413821,615.898756751002,783.78578484848,715.068599353353,1053.37703421417,1042.99776572935,651.858262760442,1034.27732219588
"ZNF502",98.4957081497398,-0.55631825098657,0.257428505399334,-2.16105924292877,0.0306907633907897,0.199482810732238,78.1412836641741,67.3329830531642,83.6275411756608,89.7796616617947,135.949450420968,91.0628112292952,96.910204561861,145.161729431
"TRIM23",437.976997077191,-0.49708185085224,0.23003716894348,-2.1608762320248,0.0307049013540188,0.199482810732238,260.912421726141,318.841478575278,412.799777718155,459.460621445655,592.813589930889,528.53982187725,422.382212335658,508.066053008501
"RAB2A",4191.24065148283,-0.302637320795571,0.140078029227505,-2.16049099537266,0.0307346799433698,0.199584301170717,3271.33848560187,3817.18602455806,4231.19772161109,3691.52844127026,4825.7430768477,5034.74078992485,4025.43047816862,4632.76019388014
"TMTC3",1695.56831862399,-0.487478500484515,0.225741123838871,-2.15945810933619,0.0308146438940841,0.19994780809283,1019.80997324431,1209.0231221752,1741.94388959515,1675.18286347772,2347.20887869672,1868.19581800307,1678.55788278846,2024.62412101132
"CENPT",917.85942933451,0.543305883082738,0.251606835965716,2.15934468154422,0.0308234361198585,0.19994780809283,1349.59267887785,1035.73970990603,1037.33737245554,932.652249968997,624.257680504446,659.970683445305,1101.66789148153,601.657168036382
"NOSIP",1131.43949694776,0.584937197888947,0.270902250047644,2.15921867679605,0.0308332057592433,0.19994780809283,1993.26494770478,1139.70975726753,1266.86828334192,1031.93799345381,799.049831045691,784.830001934957,1226.00551242883,809.849648404527
"SEPT6",701.925915524449,-0.616640748348719,0.285850874892338,-2.15721133818803,0.0309892014370163,0.200484058007346,362.893419050571,714.917849476244,687.703077965806,449.954539622642,747.259564218655,1160.34674927226,778.938625346279,713.393499243139
"GXYLT2",195.864574915834,-0.663701288078828,0.307761808132309,-2.15654207423131,0.0310413621031798,0.200484058007346,152.309281718306,127.734629615562,176.151629284902,149.984846540881,234.90585310834,278.821184897945,127.080362585837,319.928811574902
"FGF7",4689.46719158726,-1.20340175974348,0.557841479200052,-2.1572468247954,0.0309864378061109,0.200484058007346,2246.23079821084,1379.33596166261,1836.2472870911,5896.93942420941,9957.60362369092,4812.2471171275,1894.32022502053,9492.81309568514
"ZIK1",191.105391152926,0.438493605060863,0.203221342229505,2.15771434363256,0.0309500480581223,0.200484058007346,211.908565868947,177.244175978182,252.661932913698,237.652045575339,183.115586281304,179.309246853561,139.879823565705,147.071752186671
"PAIP2",532.065328235414,-0.359086714951516,0.166432364711524,-2.15755340359381,0.0309625708276621,0.200484058007346,421.168274664532,401.027325537228,534.682470708214,506.991030560723,581.71567561081,685.318063890572,543.06284443156,582.556940479672
"HIST1H2AE",2519.13691890198,2.03674368852538,0.944229186589507,2.15704377438486,0.0310022538523248,0.200484058007346,6414.20740314568,3339.9139976224,5102.16966640866,1347.75115624059,282.996815162016,581.112166504472,2864.33651785198,220.607628280007
"ABHD2",1993.89073175553,0.376057128100672,0.174382301406307,2.15650972069962,0.0310438855603657,0.200484058007346,1920.42137818733,2193.2729038641,2601.35032337906,2293.0781819736,1788.61385791941,1947.99312681224,1361.31409993029,1845.08198197824
"NAA10",341.837939201267,0.746983640697943,0.346360021952185,2.15666818730328,0.031031527425231,0.200484058007346,701.947124440886,346.566824538345,415.468741798229,250.326821339357,228.43206975496,237.514342690842,351.985176946382,202.462412101132
"HIST4H4",1053.47205228979,0.822704690163635,0.381443469745901,2.15681943830807,0.031019735942671,0.200484058007346,2242.25751260079,916.916798635736,1434.12336569325,791.117253937462,723.214083191817,617.725049369858,1164.75094916803,537.671405721402
"ZYG11B",2214.11482994491,-0.433266866897988,0.20098276242225,-2.15574142616134,0.0311038614814198,0.200779413537114,1415.8141057119,1677.38343076559,2112.04024203211,2330.04627795199,2743.0344894462,2691.5162865401,2152.13793904359,2590.94586806779
"KLF10",1303.95184858782,0.547630396023316,0.25411322063425,2.15506456002748,0.0311567825327085,0.20102897947191,1300.58882302066,2368.53669798778,1319.35791025005,1205.15992889539,952.570979140118,996.996964180531,1087.95418328882,1200.44930193926
"CECR5",593.660450328609,0.60544387479521,0.281079070997942,2.15399841989531,0.0312402958327724,0.201475613289307,825.118978352212,851.564197437077,710.834099993116,478.472785091682,430.044179903063,399.925335914224,686.599656848656,366.724369088843
"NOL6",1630.65277268965,0.351002116042174,0.162973276286239,2.1537403189078,0.031260542353443,0.201514003703173,1956.18094867772,1947.7055539055,1797.99213527671,1610.75275334396,1346.54693750292,1377.20767085955,1765.411368009,1243.42481394186
"RN7SKP80",36.0091708191471,0.787860262757373,0.365955623536906,2.15288469990657,0.0313277412321673,0.201854888432859,66.2214268340459,35.6468733810869,47.1516987479789,33.7994020373815,22.1958286401581,27.2249641819542,32.9128996625188,22.9202730680527
"SF3A2",329.130629801653,0.676298171536489,0.314282218542717,2.15188175351565,0.0314066687045835,0.202270998354143,533.74470028241,423.801716864034,314.048106755407,348.556333510497,188.664543441344,225.31004840238,404.097268078703,194.822321078448
"CEP55",853.254140512709,1.4229392914232,0.661393964091549,2.15142467073715,0.0314426956598393,0.202286747990493,1197.28339715955,1040.69066454229,1899.41277031953,834.422737797857,175.716976734585,437.477010647955,1167.49369080657,73.5358760933356
"HNRNPUL1",3468.83121345625,0.388108787002695,0.180408286015005,2.15128027417995,0.0314540842649539,0.202286747990493,3953.41918199254,4097.41005697049,4402.01142273584,3277.48576631234,2689.39457023249,3062.33907453568,3729.21438120595,2539.37525366467
"ERLIN1",1968.92088371944,0.428360469619114,0.199133434080569,2.15112279661586,0.0314665086071182,0.202286747990493,2097.89480210257,2254.66474135375,2577.3296466584,2106.12523945434,1354.87037324298,1763.05112874862,2186.87933313181,1410.55180506307
"AGPAT5",300.230708861514,0.652873032120394,0.303447673495981,2.15151767221917,0.0314353624745511,0.202286747990493,241.045993675927,387.164652555694,544.468672335153,294.68853651342,192.363848214703,276.004809292915,277.016905492867,189.092252811434
"HAND2-AS1",97.1658868132046,-1.76046420278237,0.818662580696293,-2.15041488922707,0.0315224116433201,0.202553764515737,76.8168551274932,52.480119144378,48.041353441337,0,119.30257894085,140.818780251487,109.709665541729,230.157742058362
"CCT3",7985.55088319578,0.439397645278279,0.204349903861413,2.15022193294631,0.0315376640553609,0.202559447768783,9980.8934524274,9682.08688667412,9190.1329823891,7916.45369594296,5876.34563248185,6196.02633106545,9315.26485170567,5727.20323287966
"CDC20",2058.87824202582,1.95061049536925,0.90733857126131,2.14981546817487,0.0315698141607274,0.202673606574652,4748.07630400109,2967.60220897549,3146.70865040758,2223.3669152715,220.108634014901,623.357800579918,2430.06909174931,111.736331206757
"TYSND1",176.065069419237,0.685578682237147,0.318977242365874,2.14930280653305,0.0316104041921283,0.202841819891044,227.801708309118,230.714486049813,212.627471712584,197.515255655948,91.5577931406521,150.20669893492,211.191106167829,86.906035383033
"DOK1",2256.88801838136,0.562870870884766,0.261947054053904,2.14879633946537,0.0316505477089977,0.202886736651251,3369.34619731625,2442.80101753171,1921.65413765348,3033.49633285499,2252.87660697604,1942.36037560218,1194.00685997915,1898.56261913703
"RABEP2",496.077610774661,0.353308318435607,0.164431177015021,2.14866988638859,0.0316605774317457,0.202886736651251,638.374554680202,561.438255752119,452.834238919269,574.589834635486,381.953217849387,443.109761858014,460.780595275263,455.540427227547
"CTD-2547E10.2",68.5183979314238,0.565359501687368,0.263111453065588,2.14874531344113,0.0316545945492713,0.202886736651251,109.927568544516,79.2152741801932,65.8344473084989,72.8799606431039,58.264050180415,52.572344627222,51.1978439194737,58.2556940479672
"PRPF4",1234.57620464586,0.505351209774591,0.235227974380128,2.14834656084715,0.0316862346399439,0.202958898661485,1388.0011064416,1543.70765558652,1748.17147244865,1114.32403591992,955.345457720137,878.709188769282,1407.94070778553,840.410012495264
"AAAS",926.169319023427,0.537310790806455,0.250185445871589,2.14765007186804,0.0317415644767104,0.203060039497979,1338.99725058441,1095.15116554117,1099.6132009906,853.434901443884,615.009418571047,702.216317520751,1087.03993607597,617.892361459586
"EIF5A",9098.89641241754,0.511166278338435,0.238025738372154,2.14752522913814,0.0317514908687809,0.203060039497979,11208.6387059306,10687.1306778353,11720.3109302995,9160.69418344407,5558.20542197292,7467.15052080221,10830.1724833944,6158.86837566132
"PNPO",709.37590194918,-0.313389859749609,0.145923984780849,-2.14762405385422,0.0317436329800218,0.203060039497979,697.973838830844,643.62410271407,618.310011883875,571.421140694482,715.815473645098,706.910276862467,877.677324333835,843.275046628771
"TMEM109",1981.21956903484,0.309201345236597,0.143987177649008,2.14742277948058,0.031759638749684,0.203060039497979,2374.70036626889,2200.20424035487,2018.62649922951,2177.94896878377,1591.625878738,1838.15447821608,1577.07644216236,2071.41967852526
"CPSF4",467.070572416464,0.413792838106596,0.19271357107894,2.14719096216165,0.0317780819342086,0.203085856350169,580.099699066242,586.19302893343,519.558340921126,448.898308308974,380.103565462707,334.209905130197,507.407203130498,380.09452837854
"ASNS",4849.8769529135,0.609046717714897,0.283683781069024,2.14692117899651,0.0317995572101553,0.2031310183728,5379.82871599789,7891.82169020175,5067.4731333677,5095.25985713527,4135.82273661612,4638.570621484,2148.4809501922,4441.75791831304
"USP35",314.396576456427,-0.284944113969774,0.132743313365878,-2.14657979181512,0.0318267501426302,0.203212646517572,303.29413489993,281.214223339686,272.234336167576,277.78883549473,355.133258242529,328.577153920138,326.386254986645,370.544414600185
"USP9X",5831.2069472708,-0.52755821450857,0.245925995974282,-2.14519092387345,0.0319375849882938,0.203441518959521,3692.5067602664,4003.34191888151,5280.10060508028,6130.36654453008,7335.72136557225,8049.20147917503,4708.37314616589,7450.04375849495
"CREB1",1093.93454133188,-0.467567933773662,0.217934290491579,-2.14545371781101,0.0319165880854075,0.203441518959521,651.618840047011,822.848660546757,1128.08215117806,1068.90608943219,1402.03650910332,1376.2688789912,1217.7772875132,1083.93791384332
"SSBP4",736.353118000137,0.513347182377348,0.239357844604473,2.14468501429576,0.0319780398648247,0.203441518959521,1060.86725788142,956.524435725833,760.65476282117,686.550353884313,468.886880023339,564.213912874293,819.165502711579,573.961838079152
"SWT1",76.6778269125627,-0.724191530803238,0.33766032502686,-2.14473385567472,0.0319741323669065,0.203441518959521,43.7061417104703,47.5291645081159,54.2689362948437,85.554736407122,113.75362178081,106.083481122787,60.3403160479512,102.186217428401
"TAZ",100.622958256103,0.536742170250289,0.250142777387337,2.14574322655402,0.0318934704039687,0.203441518959521,152.309281718306,115.852338488533,107.648217896329,101.398206112145,74.9109216605335,89.1852274926087,98.7386989875564,64.9407736928159
"RN7SL507P",53.298719393205,0.814412551419175,0.379626656437219,2.14529864436392,0.0319289768258172,0.203441518959521,115.22528269124,48.5193554353683,56.937900374918,51.7553343697405,34.218569153577,31.9189235236705,43.8838662166918,43.9305233804343
"PIN1",1372.05023732208,0.465945379800841,0.217186516718749,2.14536973491881,0.0319232969251705,0.203441518959521,2003.86037599823,1563.51147413156,1510.63366932204,1289.65843398884,1059.85081756755,955.690121973428,1513.07913726302,1080.11786833198
"XPR1",1853.22563555565,-0.56472279828904,0.263296989235157,-2.14481297309736,0.0319678035376963,0.203441518959521,1500.57753205948,1436.76703544325,1710.80597532761,1331.90768653557,2457.26319570417,2733.76192061554,1223.26277079028,2431.45896796925
"C1orf213",69.5457123958081,-0.672073200441184,0.313399587152753,-2.14446102672628,0.0319959649742606,0.203463741184991,75.4924265908123,36.6370643083394,64.9447926151408,38.0243272920542,86.9336621739525,90.124019360952,86.8534852205358,77.3559216046777
"XPC",1239.79793990228,-0.422585505370637,0.197084121442203,-2.14418849310783,0.0320177867050271,0.203510710986236,851.60754908583,1159.51357581258,1246.40622539469,979.126427770397,1485.27086650391,1710.4787841214,1154.6942298267,1331.28586070273
"NELFB",1697.78652653494,0.44827705577447,0.20912845820026,2.14354880073377,0.0320690569065445,0.203652956877687,2240.93308406411,2149.70450306499,1883.39898583908,1564.27857554256,1230.01883714209,1391.2895488847,1889.74898895629,1232.91968878567
"TNFRSF25",15.213893853599,-1.19352517534213,0.556777078748126,-2.14363202239877,0.0320623828594771,0.203652956877687,6.62214268340459,12.8724820542814,8.89654693358093,8.44985050934539,9.2482619333992,27.2249641819542,28.3416635982801,20.0552389345461
"IFITM2",4223.7609235851,-0.73649817613754,0.343712687924973,-2.14277273435511,0.0321313516941215,0.203956684459129,3627.60976196903,2661.63321245449,4119.99088494133,2264.55993650456,6459.91096047934,5729.44677249885,2388.92796717116,6538.00789266202
"RP1-12G14.7",18.541889102989,-1.09199640424335,0.509819722436893,-2.14192655989005,0.0321993922073821,0.204296593762229,6.62214268340459,14.8528639087862,9.78620162693903,15.8434697050226,25.8951334135178,26.286172313611,13.7137081927162,35.3354209799145
"GADD45GIP1",1325.63927963568,0.507348387714578,0.236895995637145,2.14165033203721,0.032221630281362,0.204345723664706,2095.24594502921,1473.40409975159,1505.29574116189,1152.34836321198,984.939895907015,987.609045497099,1421.65441597824,984.616730548429
"NUF2",182.004179964348,1.43213043114832,0.668856736967592,2.14116170473395,0.0322610000745968,0.204503407846972,272.832278556269,270.322123139909,340.73774755615,178.503092009921,44.3916572803162,81.6748925458627,253.246477958825,14.3251706675329
"PIH1D1",1089.41579551286,0.408119211172726,0.190786039150332,2.13914609785019,0.0324238380197667,0.20544326669783,1621.10052889744,1112.97460223171,1150.32351851201,1086.86202176455,876.735231286244,973.52716747195,1070.58348624471,823.219807694225
"IGF2BP3",185.363585976099,-1.27138717771023,0.59440960748555,-2.13890751713857,0.0324431591336364,0.205473341179697,50.3282843938749,19.8038185450483,166.365427657963,197.515255655948,246.003767428419,237.514342690842,363.870390713402,201.507400723296
"TONSL",173.261581540381,0.680584336479156,0.318223919453849,2.13869635458958,0.0324602680543184,0.20548938438697,222.503994162394,211.900858432017,237.537803126611,181.671785950926,87.8584883672924,121.104151016279,219.419331083459,104.096240184073
"DOPEY2",626.850528826985,0.50001792945479,0.23391650412266,2.13759149372629,0.0325499127291961,0.205871991770393,958.886260556984,738.682431730302,689.482387352522,551.352745734786,439.292441836462,466.579558566595,671.057454230245,499.470950607981
"CCDC94",347.08972343458,0.439994888870946,0.205834396520502,2.1376159490774,0.0325479262121768,0.205871991770393,495.336272718663,400.037134609976,398.565302624426,305.250849650102,274.673379421956,286.331519844691,351.985176946382,264.538151660441
"KCNS3",115.929110338774,1.21256932246145,0.56781028632388,2.13551841463084,0.0327186876531541,0.206568767816465,50.3282843938749,251.508495522113,257.999861073847,87.6671990344584,40.6923525069565,70.4093901257437,47.5408550680827,121.286444985112
"SDHAF1",214.917262498109,0.406414809377508,0.190299411568114,2.135659832201,0.0327071506999867,0.206568767816465,233.099422455842,299.037660030229,220.634363952807,227.089732438657,211.785198274842,158.655825750009,183.763689782397,185.272207300092
"LAMTOR1",2512.65552514463,0.407473426587834,0.190806943543614,2.13552724560412,0.0327179671136228,0.206568767816465,3366.69734024289,2963.64144526648,2470.57108345542,2660.64667913013,1981.90253232745,1891.66561471165,2792.11098803701,1974.00851798604
"LINC00657",6987.47598908325,-0.618570433520558,0.289588585198611,-2.13603182285765,0.0326768200513991,0.206568767816465,3685.88461758299,5173.74759489387,5015.87316115293,8172.06167385066,9704.20124671578,9189.83359921207,5593.3644482025,9364.84157105518
"HIST1H2BB",1683.23093794915,1.98431771965958,0.929750266776496,2.13424807775461,0.0328224790463688,0.207131293462716,3975.93446711611,2217.03748611816,3645.80493338147,910.471392381965,207.161067308142,383.027082284046,2022.31483481921,104.096240184073
"COQ10A",168.00861155932,0.388367395865304,0.182036751137854,2.13345598313386,0.0328873388031951,0.207333734058002,202.63756611218,179.224557832687,167.255082351322,213.358725360971,124.851536100889,158.655825750009,147.193801268487,150.891797698013
"TRABD",383.822707000165,0.432837633108559,0.202946223604474,2.13277007781197,0.0329435919914754,0.207333734058002,499.309558328706,449.546680972597,416.358396491588,399.255436566569,348.65947488915,245.963469505931,406.840009717246,304.648629529533
"ZNF846",103.603148314498,-0.461801172627831,0.216536556935761,-2.13267071003088,0.0329517482735474,0.207333734058002,90.0611404943024,75.2545104711836,85.4068505623769,98.2295121711401,143.348059967688,105.144689254444,122.509126521598,108.87129707325
"RP11-296E7.1",23.762746811249,-0.75284042209698,0.352846780049964,-2.13361851280143,0.032874021307829,0.207333734058002,18.5419995135328,16.8332457632911,19.5724032538781,15.8434697050226,28.6696119935375,28.1637560502975,33.8271468753666,28.6503413350658
"ATP6V0E2",240.679589837508,0.617778143866926,0.289588897766611,2.13329360562992,0.0329006484426028,0.207333734058002,328.458277096868,367.360834010646,196.613687232139,273.563910240057,179.416281507944,205.595419167172,127.080362585837,247.347946859402
"GPN1",940.091205452579,0.346993461351964,0.162709070863592,2.13260059510061,0.0329575044704201,0.207333734058002,1111.19554227529,1027.81818248801,1177.90281400612,893.571691363274,813.84705013913,801.728255565135,974.587528895696,720.078578887988
"ATAD3A",907.677069578372,0.675448553141405,0.316706076563357,2.13273000780672,0.0329468807999412,0.207333734058002,1417.13853424858,1073.36696514162,1234.84071438103,740.418150881389,537.324018330494,683.440480153886,1090.69692492736,484.190768562613
"SSRP1",3194.95796971955,0.587601894759054,0.27556767195166,2.13233247063222,0.0329795245161503,0.207379721957488,4140.16360566455,4182.5664767142,4358.4183427613,2665.92783569847,1962.48118226731,2603.26985091583,3730.1286284188,1916.7078353159
"ZNF260",258.702760680905,-0.658106942126388,0.308683656595191,-2.1319785743935,0.0330086079532119,0.207395417866836,145.687139034901,162.391312069396,220.634363952807,273.563910240057,438.367615643122,296.658230396467,205.705622890743,326.61389121975
"WDR47",756.535429104931,-0.46966202243489,0.22030169745003,-2.13190378408873,0.0330147570813983,0.207395417866836,516.527129305558,515.889473098508,667.24102001857,837.591431738861,910.028974246481,855.239392060701,724.083792575414,1025.68221979536
"BMPR1A",1138.46525740003,-0.408697612455238,0.191717930238192,-2.13176520290757,0.0330261535757588,0.207395417866836,822.47012127885,901.073743799698,1111.17871200426,1077.35593994154,1459.37573309039,1296.47157018203,991.043978726955,1448.7522601765
"CAPN15",580.448822425881,0.533518127788485,0.250298962594216,2.13152352793976,0.0330460362462111,0.207427880231115,777.439551031699,813.936942201485,593.399680469848,561.915058871468,392.126305976126,421.517548886119,679.285679145874,403.969812824428
"MUL1",1094.48035585913,0.42336233662661,0.198715694825801,2.13049269710547,0.0331309580950066,0.207868378826614,1219.79868228313,1614.01121142144,1243.73726131461,937.933406537338,1016.38398648057,841.157514035552,995.615214791194,887.205570009205
"COL21A1",13.0813706589099,-2.74326025389995,1.28794195921498,-2.12995642720733,0.0331752108629894,0.20805343538542,0,0,0.889654693358093,12.6747757640181,33.2937429602371,19.7146292352082,2.74274163854323,35.3354209799145
"MLST8",692.92406810453,0.470489391567836,0.220911333278447,2.12976575074494,0.0331909575910443,0.208059635446217,1046.29854397792,778.290068820398,763.323726901244,632.682556887236,547.497106457233,520.09069506216,742.368736832369,512.841109897678
"ATP5D",772.306203035375,0.456972298648088,0.214627410230826,2.12914230366302,0.0332424886837066,0.208275439847125,1129.73754178882,848.59362465532,783.78578484848,813.298111524493,578.94119703079,542.621699902399,851.16415516125,630.307509371448
"CEP192",1201.77446876064,0.3695474656738,0.173578615434926,2.12899189654121,0.0332549308480549,0.208275439847125,1520.44396010969,1231.797513502,1445.6888767069,1222.05962991408,1027.48190080065,1037.36501451929,1270.80362585837,858.555228674139
"AMOT",310.179563258687,-0.44703785379545,0.210018316218587,-2.12856603102262,0.033290181440924,0.20840363141836,286.076563923078,224.773340486298,218.855054566091,321.094319355125,285.771293742035,358.618493707122,379.412593331814,406.834846957935
"SLC10A7",159.78850166552,-0.466162946653812,0.219115247966278,-2.12747835205679,0.033380358125982,0.208717878516573,141.713853424858,121.793484052047,147.682679097443,125.691526326513,209.010719694822,212.166962245574,185.592184208092,134.656604274809
"TMEM59",7014.53583784724,-0.639690690708388,0.300687786573515,-2.12742492137102,0.0333847933079069,0.208717878516573,4154.73231956804,5922.3319358967,4610.19062098164,7249.97173701834,9520.16083424114,8251.98052273717,4844.5959808802,11562.3227514547
"TMEM198B",93.976368258819,-0.599884064945441,0.28197182020617,-2.12746105091928,0.0333817942060592,0.208717878516573,88.7367119576215,58.4212647078925,72.9516848553636,79.217348525113,129.475667067589,130.492069699712,73.1397770278196,119.376422229441
"CDON",113.573758308177,-1.01798312304695,0.47866706908759,-2.12670390087077,0.0334446932051196,0.208938351071356,107.278711471154,32.6763005993297,54.2689362948437,106.679362680485,98.0315764940315,148.329115198233,99.6529462004042,261.673117526935
