"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","036_pF","348_pF","652_pF","864_pF","204_pF","680_pF","706_pF","731_pF"
"ENO1",71023.7247396003,0.961037275459368,0.221888982186804,4.33116266516689,1.48324051976027e-05,0.00326730075743442,111830.772351727,96505.9881518749,89550.8621240389,77480.9042454425,48477.5394024919,48371.251016386,62124.0123602171,33848.4682646246
"ITGA9",61.8842067491806,-2.55526693811358,0.596368599481093,-4.28471073147873,1.82977102770993e-05,0.00396863260748532,13.2442853668092,11.882291127029,15.1241297870876,31.6869394100452,106.355012234091,220.616089060664,49.3693494937782,46.7955575139409
"RPSAP58",348.659082785464,1.06018366323786,0.247791891270349,4.27852444162979,1.88136334130294e-05,0.00401870611904376,548.3134141859,482.222981571926,448.385965452479,406.649055762247,168.318367187865,206.534211035515,326.386254986645,202.462412101132
"HIST1H3E",616.162711436087,3.02052419161896,0.707399094452208,4.26990112838352,1.95559639583367e-05,0.00411492507290493,2336.29193870514,812.946751274233,787.344403621912,452.067002249978,37.9178739269367,102.328313649414,358.384907436316,42.0205006247632
"HIST3H2A",50.0085599185771,1.77237516004672,0.4154601284218,4.26605356037269,1.98961034426453e-05,0.00412493038727078,128.469568058049,68.3231739804167,67.6137566952151,45.4179464877314,25.8951334135178,23.4697967085812,25.5989219597369,15.2801820453684
"CCDC85C",715.063611056045,0.874733201152694,0.205379595036698,4.25910471289221,2.05247310968724e-05,0.0041935892609233,1123.11539910542,947.612717380561,938.585701492788,692.887741766322,609.460461411007,456.252848014819,439.752909379765,512.841109897678
"SNORD3B-1",195.931139508874,0.815329865762276,0.192442920044534,4.23673609594781,2.26792432324934e-05,0.00456759958702416,263.561278799503,271.312314067162,201.061960698929,264.057828417043,131.325319454269,143.635155856517,165.478745525442,127.016513252125
"SIPA1L3",962.73539091222,1.07596897410799,0.254814454821652,4.22255862549507,2.41544543250884e-05,0.00479619009964925,1101.92454251852,1683.32457632911,1373.6268465449,1064.68116417752,405.998698876225,669.358602128737,769.796153217801,633.172543504955
"LARGE",854.918704379279,-1.45578017445476,0.345452383311753,-4.2141268805229,2.50746302820289e-05,0.00490975191272283,487.389701498578,415.880189446014,423.475634038452,500.653642678714,1331.74971840948,1610.02805420867,499.178978214869,1570.99371653944
"CASC10",97.3184718800889,-1.40519995625961,0.334416537306315,-4.2019451776468,2.64631228543022e-05,0.0049743614133327,54.3015700039176,27.7253459630676,72.0620301620055,59.1489535654177,176.641802927925,110.777440464503,128.908857011532,148.981774942342
"PIM3",289.886412324019,0.795160581312368,0.188962759290356,4.20802799609071,2.57608956713527e-05,0.0049743614133327,414.546131981127,366.370643083394,308.710178595258,382.355735547879,181.265933894624,202.779043562142,259.64620844876,203.417423478967
"LRRC20",120.561278459684,1.15617918881389,0.27505497801912,4.20344760578562,2.6288002259355e-05,0.0049743614133327,194.690994892095,146.548257233357,171.703355818112,153.153540481885,64.7378335337944,64.7766389156842,110.623912754577,58.2556940479672
"USP53",1108.69849264647,-1.55024301071226,0.370721934977574,-4.18168676964322,2.8935441949285e-05,0.00535881117758294,696.649410294163,485.193554353683,570.268658442538,505.934799247055,2816.09575872006,1494.55665440245,722.255298149718,1578.63380756213
"KLF16",429.813697903023,0.953780017489346,0.22822706127565,4.17908381310393,2.92685814068581e-05,0.00535881117758294,635.72569760684,686.202312585924,418.137705878304,528.115656834087,251.552724588458,246.902261374275,352.89942415923,318.973800197066
"BRCA2",146.892971321253,1.27800982341664,0.306676343101712,4.16729184419933,3.08239762057087e-05,0.00557123610959079,226.477279772437,161.401121142144,284.68950187459,159.490928363894,79.5350526272331,84.4912681508925,117.937890457359,61.1207281814738
"MEIS2",924.394604632064,-1.08268606070544,0.260801301101737,-4.15138289621913,3.30472345665168e-05,0.00582374891148443,565.530985162752,614.90856582375,822.930591356236,367.568497156524,1320.65180408941,1407.24901064653,1017.55714789954,1278.76023492177
"SIGIRR",254.466309842691,1.08467409703983,0.261205646564302,4.15256757006137,3.28765634371434e-05,0.00582374891148443,466.198844911683,237.64582254058,327.392927155778,352.78125876517,147.972190934387,131.430861568055,174.621217653919,197.687355211954
"SLC9A3R1",397.928470969592,0.937601196544887,0.227078925505123,4.12896614892488,3.64398042157658e-05,0.00621011308715317,703.271552977567,483.213172499179,396.78599323771,509.103493188059,282.071988968676,306.046149079899,222.162072722002,280.773345083645
"ZNF610",39.8850558672341,-1.93731691946367,0.468685859210745,-4.13350836469883,3.57267286979859e-05,0.00621011308715317,10.5954282934473,10.8921001997766,24.0206767206685,20.0683949596953,104.505359847411,56.327512100595,42.0553717909963,50.615603025283
"BCOR",576.644299602879,0.585262356259328,0.1418764321139,4.12515558461092,3.70484220242143e-05,0.00621011308715317,708.569267124291,707.986512985477,585.392788229625,766.823933723094,441.142094223142,439.354594384641,486.379517235,477.505688917764
"TOR4A",322.481983486609,2.0368454776061,0.494053570814289,4.12272190290825,3.74421628889218e-05,0.00621011308715317,378.786561490742,749.574531930078,312.268797368691,633.738788200904,237.680331688359,137.063612778115,87.7677324333835,42.9755120025987
"AC109642.1",64.5109851242637,-3.06493098972319,0.743193036595103,-4.12400391123819,3.72342566246598e-05,0.00621011308715317,7.94657122008551,21.7842003995531,18.68274856052,6.33738788200904,140.573581387668,84.4912681508925,12.7994609798684,223.472662413513
"SOCS2-AS1",150.384121872166,-1.74337558071428,0.424718375593897,-4.10478020470967,4.04699472828098e-05,0.00663424786968666,82.1145692742169,28.71553689032,95.193052189316,70.7674980157676,358.832563015889,239.391926427529,138.965576352857,189.092252811434
"CDKN2D",324.924260132861,1.0673136951666,0.260704096060682,4.09396596100344,4.2405659306517e-05,0.0067288082342256,480.767558815173,432.713435209305,506.213520520755,340.106483001152,178.491455314605,193.391124878709,305.358569091147,162.35193423204
"NEFM",21.1082944148813,4.88307499389036,1.1933102484537,4.09204144539771,4.27592203953474e-05,0.0067288082342256,5.29771414672367,109.911192925018,24.9103314140266,23.2370889006998,0,0.93879186834325,4.57123606423872,0
"GAP43",44.2938398429026,-3.27175553110978,0.799749144338154,-4.09097721988484,4.29559328330475e-05,0.0067288082342256,5.29771414672367,7.92152741801932,6.22758285350665,13.7310070776863,107.279838427431,21.5922129718947,13.7137081927162,178.587127655244
"PDGFRA",4336.03654922459,-0.993431947896017,0.242564774277033,-4.09553262981795,4.21198895290775e-05,0.0067288082342256,1774.73423915243,2845.80872492344,3869.10826141435,3106.3762934981,5234.51625430395,5991.36970376662,6246.13695817579,5620.24195856208
"RBFOX2",4565.12565661239,-0.323860331513552,0.0793212425988925,-4.08289533676663,4.44780580010761e-05,0.00689067760108978,4026.26275150999,4105.33158438851,4044.37023600589,4043.25346872177,5211.39559947045,4899.55476088342,4949.73441035769,5241.10244156138
"GOT2",2758.7392965055,0.733348119105617,0.180033979202227,4.07338727031006,4.63342834520129e-05,0.00703877805220458,4126.91932029774,3335.95323391339,3371.79128782717,2946.8853651342,1885.7206082201,2218.3651848951,2454.75376649619,1729.52560526014
"PKN3",130.669815243515,1.62379163678438,0.398682522843279,4.07289395382573,4.64325690775306e-05,0.00703877805220458,274.15670709295,179.224557832687,173.482665204828,162.659622304899,35.143395346917,41.306842207103,110.623912754577,68.760819204158
"PDCD1LG2",1095.18981692836,0.924455756756471,0.228369366021602,4.04807252768317,5.16411457402946e-05,0.00774507311326248,1393.29882058833,1206.05254939344,1105.84078384411,2033.24527881123,711.191342678399,861.810935139103,698.484870615677,751.59395435656
"HECW2",701.064889647884,-0.90666461295118,0.224239128545146,-4.04329350918184,5.27055744139847e-05,0.00781210029599277,492.687415645301,462.419163026878,601.406572710071,393.974279998229,981.240591133655,1010.14005033734,639.058801780574,1027.59224255103
"RNF126",594.210450204448,0.634522841756752,0.157016543445889,4.04112094070789,5.31963135491067e-05,0.00781210029599277,837.03883518234,652.535821059342,728.627193860278,673.875578120294,413.397308422944,436.538218779611,528.434889025997,483.235757184777
"STEAP2",443.726381200056,-0.888798117903719,0.220142207395666,-4.0373816925814,5.40510875297585e-05,0.00783683919330645,217.206280015671,362.409879374384,289.13777534138,374.962116352201,572.46741367741,610.214714423112,485.465270022152,637.947600394132
"TMEM47",6815.50087232056,-1.25104363116238,0.310006394587076,-4.03554137271508,5.44765385830637e-05,0.00783683919330645,2659.45250165528,4344.9577887836,4057.71505640626,5067.79784297989,11137.6818463927,8086.75315390875,5703.98836095708,13465.6604274809
"FAM167A",1290.8684189938,1.69103436303568,0.420927649567055,4.01739910593898,5.8844016227452e-05,0.00821369248291702,1193.31011154951,2389.33070746008,1596.04051988442,2706.06462561786,507.729580143616,1060.83481122787,261.474702874455,612.162293192573
"GLT8D2",870.26270847177,-0.571355603034443,0.14216882509678,-4.01885295630389,5.84821525355243e-05,0.00821369248291702,650.294411510331,819.878087765,653.896199618198,675.988040747631,1143.08517496814,950.057370763369,1020.29988953808,1048.60249286341
"EMC9",302.413352150777,1.04226453910523,0.259275854332517,4.01990590982122,5.82213891359689e-05,0.00821369248291702,464.874416375002,338.645297120326,477.744570333296,347.500102196829,166.468714801186,177.431663116874,285.245130408496,161.396922854204
"MMAA",197.075074361138,-0.694430122900482,0.173070880487527,-4.01240301629209,6.01037745834416e-05,0.00828794070014855,131.118425131411,144.567875378853,175.261974591544,149.984846540881,240.454810268379,266.616890609483,221.247825509154,247.347946859402
"CPD",3452.13558023763,-1.08612360841244,0.27080984065386,-4.01065044678595,6.05517018098525e-05,0.00828794070014855,1546.93253084331,2286.35085102583,2317.55047619783,2691.27738722651,4880.30782225476,5124.8648092858,2871.65049555477,5898.15026951222
"UNC13A",51.1888105194136,-3.43696352856135,0.857811455051162,-4.00666546048439,6.15819899155281e-05,0.00834791244066456,9.27099975676642,18.8136276177959,4.44827346679047,2.11246262733635,252.477550781798,57.2663039689382,17.3706970441071,47.7505688917764
"NOTCH1",332.53682505646,0.888735420575851,0.221952437944102,4.00417057279487,6.22354491016426e-05,0.00835614629938055,472.820987595088,415.880189446014,323.834308382346,515.440881070068,209.935545888162,252.535012584334,278.845399918562,191.002275567106
"GPRIN1",146.012086833837,1.59658805960354,0.399549019664514,3.99597541484179,6.44284204652355e-05,0.00856897992187632,234.423850992522,235.665440686075,230.420565579746,177.446860696253,45.3164834736561,59.1438877056247,140.794070778553,44.8855347582698
"CDCA7L",787.389033141248,0.953306403983695,0.239335998881274,3.98313002824367,6.80135182338562e-05,0.00865122690324039,994.645831047369,1029.79856434251,1122.74422301791,1006.58844192577,348.65947488915,575.479415294412,734.140511916739,487.055802696119
"RGS5",53.9592843852102,-2.92415346629173,0.733117537529191,-3.98865572926673,6.64487746487763e-05,0.00865122690324039,7.94657122008551,16.8332457632911,11.5655110136552,13.7310070776863,106.355012234091,18.775837366865,31.0844052368233,225.382685169185
"INHBB",199.90639974098,4.6523391638391,1.16701724842101,3.9865213390237,6.70491000720884e-05,0.00865122690324039,197.339851965457,212.891049359269,12.4551657070133,1115.38026723359,17.5716976734585,6.57154307840275,4.57123606423872,32.4703868464079
"IFI27",55.8565619661867,-3.66355940277659,0.919850820803213,-3.98277559787094,6.8115064992175e-05,0.00865122690324039,3.97328561004275,5.94114556351449,8.89654693358093,13.7310070776863,130.400493260929,15.9594617618352,9.14247212847745,258.808083393428
"PRUNE2",1890.82582947187,-2.15474293830732,0.540876074267299,-3.9838015412796,6.78215177666422e-05,0.00865122690324039,880.74497689281,300.027850957482,191.27575907199,1402.67518455133,4079.40833882239,2280.32544820575,3546.3649386364,2445.78413863679
"PSG5",8732.45183001332,-1.54803633744309,0.389062800092395,-3.97888550916576,6.92390712295123e-05,0.00871546809101486,1663.48224207123,3835.0094612486,7200.86508804041,5101.59724501728,9882.69270203038,15372.7168441207,13902.9573657757,12900.2936918023
"RCAN2",331.697196135459,-1.74181915588903,0.438599293069823,-3.97132230582903,7.14748027764438e-05,0.00891727229683456,75.4924265908123,191.106848959716,249.103314140266,94.0045869164674,533.624713557134,656.215515971932,251.41798353313,602.612179414218
"PLEKHA6",70.7328373228982,-4.07255726641436,1.02660178688102,-3.96702725288199,7.27746736553037e-05,0.00899980130870589,2.64885707336184,0,27.5792954941009,1.05623131366817,178.491455314605,97.634354307698,222.162072722002,36.29043235775
"POLR3GL",211.25811874344,-0.72079423186152,0.182424043974125,-3.95120191482959,7.77596827881465e-05,0.00953266093867209,172.175709768519,134.665966106328,175.261974591544,156.32223442289,279.297510388656,240.330718295872,234.047286489023,297.963549884685
