"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","036_iF_Y","652_iF_Y","864_iF_Y","204_iF_O","680_iF_O","706_iF_O"
"DAAM2",920.272077671559,-1.30621135291674,0.348583720626162,-3.74719551036518,0.000178822705797763,0.0481358210788343,522.050777943985,508.937887816624,558.900762216651,1849.76465320004,842.372959281745,1239.6054255703
"ARMC4",236.40094963484,1.47295387817718,0.393081622137896,3.74719598989661,0.000178822364062838,0.0481358210788343,410.105868859089,375.692338447311,257.193271108547,102.659086611308,178.516123821297,94.2390089614849
"MASP1",31.1294011072354,5.23476273471403,1.39540874835723,3.75141888774652,0.000175836640611815,0.0481358210788343,157.153430061488,6.01107741515697,18.7948928887015,2.85164129475855,0.929771478235922,1.03559350507126
"KIAA1462",3654.63401944233,2.04728462955334,0.543809305653948,3.76471054884103,0.000166742119428327,0.0481358210788343,4134.42688264505,10832.9633483487,2688.6588879732,1654.90249805821,1101.77920170957,1515.07329791926
"HLA-A",1113.1540269782,-1.45957936329168,0.389380553692874,-3.74846496428513,0.000177920185517528,0.0481358210788343,502.675697525446,560.032045845458,718.162749326175,2474.27409675217,1287.73349735675,1136.04607506317
"RP3-368A4.5",223.122917658551,1.41073167924541,0.379559554306429,3.7167597633611,0.000201794154632723,0.0524929856253864,430.557342634215,338.62402772051,203.77620710908,108.362369200825,140.395493213624,117.022066073053
"IL8",698.22910683081,-3.12952138828539,0.842089519376424,-3.71637612899259,0.000202100653876868,0.0524929856253864,73.1947482478165,94.1735461707926,262.139295552942,442.004400687575,456.517795813838,2861.3448545119
"LDLRAP1",904.296007261304,0.604604438527856,0.163582093761774,3.69603068785969,0.000218996513261298,0.0534723153783795,1133.44220448457,1098.02347450201,1041.63274798962,761.388225700532,650.840034765145,740.449356125953
"CDA",157.164345448884,2.52585237850695,0.683594848751982,3.69495525473651,0.000219925513643754,0.0534723153783795,504.828484238617,161.297243973379,137.499479554185,63.6866555829409,53.9267457376835,21.7474636064965
"PALD1",41.3596823275402,-3.84760414049155,1.04144055470073,-3.6945019311229,0.000220318219390824,0.0534723153783795,1.07639335658554,11.0203085944545,3.95681955551611,104.560180807813,16.7358866082466,110.808505042625
"MGARP",347.593771216454,1.37276912339087,0.37143375086672,3.69586533315183,0.000219139112904182,0.0534723153783795,638.301260455223,471.869577089823,394.692750662732,241.438962956224,212.917668516026,126.342407618694
"SIDT2",1419.67306975371,0.548921757267609,0.149220332759312,3.67859893566249,0.000234518717386309,0.0560008001758759,1750.21559780808,1710.15152461216,1599.54430531739,1120.69502884011,1236.59606605378,1100.83589589075
"DMXL2",1303.92026427807,0.724024694303846,0.1972204350561,3.67114439281049,0.000241466868732102,0.0567447141520439,1619.97200166123,1868.44322987796,1384.88684443064,948.646004056344,1030.1867978854,971.386707756844
"PALMD",579.576512170774,3.72352435512528,1.02679328732408,3.6263621910006,0.000287442109383955,0.0664934442098353,73.1947482478165,2748.0642249626,411.509233773676,100.757992414802,91.1176048671204,52.8152687586344
"SNX25",2168.15038741219,0.803171370255272,0.221897250477185,3.61956431874694,0.00029509945623998,0.0672145761481986,2963.31091067998,2387.39958005318,2919.14362708201,1369.73836858236,1869.77044273244,1499.53939534319
"MAP1B",33405.4985681753,0.6673897296069,0.184982107517677,3.60786099024806,0.000308731817340139,0.0692541599351629,41900.7641918052,41999.3978997018,39091.3987987214,21977.5994587041,26072.6517926917,29391.1792674275
"HOXA-AS2",24.7302296163239,7.14197011339105,1.99092185435547,3.58726792704938,0.000334160917592162,0.073839587835104,122.708842650751,1.0018462358595,23.7409173330967,0,0.929771478235922,0
"EIF4EBP2",4269.00445212823,0.775884108474637,0.216581556588932,3.58241080493871,0.000340437872903929,0.0741203339462158,5183.91040531594,6523.02084168118,4463.29245862218,3142.50870682392,3269.0765174775,3032.21778284866
"RTN1",81.9744799790219,4.70499864004302,1.31852636859845,3.56837659988876,0.000359199958872297,0.0749007801563993,5.38196678292768,35.0646182550824,433.271741329014,6.65382968776994,8.3679433041233,3.10678051521379
"JUP",967.320790843329,1.50520129218701,0.421700676444286,3.56935944442544,0.000357855151754805,0.0749007801563993,1692.09035655246,1686.10721495153,914.025317324222,528.504186628584,678.733179112223,304.464490490951
"RP11-346D6.6",61.1654324277469,4.17338857870859,1.16870407209804,3.57095408354022,0.000355683250449556,0.0749007801563993,133.472776216607,204.376632115337,9.89204888879028,0.950547098252849,12.087029217067,6.21356103042757
"AURKA",1894.84490801545,-0.988264348157653,0.27858064309451,-3.54749826542104,0.000388908312572991,0.0799692717728212,1335.80415552265,1130.08255404951,1344.3294439866,2996.12445369298,1784.23146673473,2778.4973741062
"SMIM10",99.2488182077735,1.27503654647487,0.362781820994443,3.51460980867176,0.000440400553728929,0.0881098675399566,158.229823418074,145.267704199627,117.715381776604,57.9833729934238,42.7694879988524,73.5271388600596
"SLCO1A2",91.0074977812254,4.45838859174875,1.26790622015454,3.51633939551567,0.000437541281678599,0.0881098675399566,5.38196678292768,438.808651306459,78.1471862214432,6.65382968776994,13.9465721735388,3.10678051521379
"TBX1",34.0788175689516,3.63811401232679,1.04664728425253,3.47596947612105,0.000509010216209973,0.0991565296182717,15.0695069921975,92.1698536990736,82.1040057769594,1.9010941965057,11.1572577388311,2.07118701014252
"MMP16",3207.23727857262,-0.973814568761593,0.280000004639332,-3.47790911652292,0.000505341232059444,0.0991565296182717,2328.23883029452,2241.13002961769,1923.01430398083,2993.27281239822,5110.02404438463,4647.74365075983
"RAC3",858.58786775115,-1.1034571649699,0.319264613450145,-3.45624638147444,0.000547754398603308,0.105031690796323,603.856673044486,434.801266363021,597.479752882933,1535.13356367835,853.530217020576,1126.72573351753
"ST8SIA2",127.690869945642,-3.25308127528671,0.942904501745506,-3.45006442249942,0.000560452791145528,0.105031690796323,3.22918006975661,11.0203085944545,58.3630884438627,275.658658493326,122.729835127142,295.14414894531
"C20orf194",1149.38686727118,0.772613945948502,0.223837710286239,3.45167016299667,0.000557128330060175,0.105031690796323,1502.64512579341,1691.11644613083,1156.38051509958,857.39348262407,875.844732498239,812.940901480941
"HOMER2",158.373928928198,-2.07486691705982,0.602793581013216,-3.44208528825447,0.000577248219652146,0.106826998649375,111.944909084896,25.0461558964874,45.5034248884353,230.03239777719,325.420017382573,212.296668539609
"FRY",319.522059617824,3.07930092796082,0.898532554853866,3.42703323471861,0.000610214380622493,0.111533628458222,1260.45662056166,151.278781614784,302.696695996983,93.1536156287792,92.9771478235922,16.5694960811402
"DPP4",903.887210847047,2.39313305978929,0.701650970264068,3.41071723864165,0.000647922465396598,0.111853322682233,2471.39914672039,746.375445715324,1338.39421465333,500.938320779252,285.439843818428,80.7762933955585
"SNORA5C",53.065780122671,-1.19128375630547,0.348671163945994,-3.41663974394508,0.000633991158148019,0.111853322682233,31.2154073409806,34.0627720192229,31.6545564441289,70.3404852707108,73.4519467806378,77.6695128803447
"EN1",28.7373289359039,-8.25616795361622,2.41988165914364,-3.41180649161907,0.000645339074555785,0.111853322682233,0,0,0,63.6866555829409,0,108.737318032483
"PTHLH",923.465490278072,-2.56772222596233,0.753007935360907,-3.40995374070215,0.000649738990251407,0.111853322682233,130.24359614685,130.240010661734,539.11666443907,1346.92523822429,2806.05032131601,588.217110880477
"ZFAND3",2027.92652931052,0.504402795013871,0.147369869154077,3.42269961905517,0.000620025530888865,0.111853322682233,2329.3152236511,2571.73928745133,2235.6030488666,1632.08936770014,1747.0406076053,1651.77164058866
"S1PR1",494.204760666059,2.47638584778442,0.727331924353821,3.40475340744117,0.000662238249777459,0.11269468147075,1635.04150865343,165.304628916817,713.216724881779,161.593006702984,126.448921040085,163.623773801259
"HOXA3",19.241520997054,6.77716448476919,2.00073599928502,3.38733570405644,0.000705749732724878,0.117781815217173,94.7226153795272,1.0018462358595,18.7948928887015,0,0.929771478235922,0
"QPRT",1078.06990736121,1.72135712715471,0.50959880760175,3.37786725847276,0.0007305033416556,0.117781815217173,2513.37848762723,1631.00567197926,819.061647991835,403.982516757461,744.746954066974,356.244165744514
"SLC6A15",154.469465906708,-4.05040304197899,1.19928854952311,-3.37733820904869,0.00073190996284903,0.117781815217173,0,20.0369247171899,32.6437613330079,589.339200916767,209.198582603082,75.5983258702022
"AJAP1",81.3684206882499,-4.88009268843134,1.44209393157445,-3.38403246944072,0.000714295554570799,0.117781815217173,1.07639335658554,6.01107741515697,8.90284399991125,137.829329246663,0.929771478235922,333.461108632946
"FOSB",255.267792685476,-2.85050706959068,0.843649170674846,-3.37878251846146,0.000728075803472695,0.117781815217173,35.5209807673227,44.0812343778178,106.834127998935,84.5986917445036,916.754677540619,343.817043683659
"PPP2R2B",261.46385860254,4.7731164888095,1.41680728935639,3.36892428819855,0.000754621542395237,0.118924569772554,1402.54054363095,92.1698536990736,18.7948928887015,4.75273549126425,47.418345390032,3.10678051521379
"SAMD1",714.653895858256,-0.724646705311521,0.215107966291768,-3.36875810693419,0.000755076633476532,0.118924569772554,523.127171300571,499.921271693888,593.522933327417,1045.60180807813,820.058443804083,805.691746945442
"CTD-2377D24.6",26.201547133941,6.33775140832306,1.88931051203127,3.35453138484319,0.000794995343121098,0.122603188071957,109.792122371725,1.0018462358595,44.5142199995563,1.9010941965057,0,0
"GAB2",984.625692822982,0.861674319280153,0.256802686140529,3.35539449462231,0.000792518802460231,0.122603188071957,1615.66642823489,1021.88316057669,1173.19699821053,680.59172234904,666.646149895156,749.769697671594
"SNHG17",351.198583037629,-1.10727571372534,0.333987853625357,-3.31531731380687,0.000915391515900568,0.1371396446479,266.945552433213,192.354477285023,208.722231553475,468.619719438655,344.015446947291,626.534070568114
"ZNF300",251.410228597082,-0.835814789224379,0.252145352084774,-3.31481338963317,0.000917043216490515,0.1371396446479,190.52162411564,150.276935378924,200.808592442443,328.889295995486,281.720757905484,356.244165744514
"CLIC3",47.9520508468769,3.54474229692168,1.06799390721718,3.31906602927917,0.000903190701159133,0.1371396446479,215.278671317107,17.0313860096114,32.6437613330079,4.75273549126425,5.57862886941553,12.4271220608551
"GRIA1",62.8769407416197,-2.83812494945746,0.858642502958057,-3.30536275537259,0.000948535461078727,0.140430675012706,20.4514737751252,14.0258473020329,11.8704586665483,121.670028576365,190.603153038364,18.6406830912827
"HOXA5",26.8762835954876,8.23318170509772,2.49623815596699,3.29823566129585,0.000972944401251196,0.142618236242812,134.549169573192,0,26.7085319997338,0,0,0
"FAM69A",462.506559919234,1.25740624113468,0.381839019020878,3.29302710958915,0.000991149173888865,0.14386238744534,597.398312904973,626.153897412185,733.00082265936,153.988629916962,357.96201912083,306.535677501094
"AUNIP",185.56005229988,-1.23363307767651,0.37530844228164,-3.28698462037462,0.0010126636415817,0.145558108870068,117.326875867824,99.1827773500901,115.736971998846,373.56500961337,195.252010429544,212.296668539609
"CD36",41.542686653378,2.53463025543645,0.772325064239532,3.28181794531318,0.00103140173024221,0.146825986694576,26.9098339146384,54.0996967364128,131.564250220911,8.55492388427564,16.7358866082466,11.3915285557839
"TSPAN9",1887.40352603586,0.785138390936245,0.240123826888891,3.26972296380876,0.0010765285984482,0.151790532381197,1846.0146065442,2816.18976900104,2503.67757375282,1509.46879202552,1310.04801283441,1339.02240205714
"LRRC17",753.340267534135,2.45964594787822,0.754825615395549,3.25856184224657,0.00111978467293072,0.156400113988107,1875.077227172,310.572333116444,1639.11250087255,415.389081936495,97.6260052147718,182.264456892542
"ADAMTSL5",144.721798553342,1.20326329801054,0.371558058363364,3.23842605731838,0.00120191172015916,0.164562630412908,130.24359614685,254.468943908312,220.592690220023,79.8459562532393,92.0473763453563,91.1322284462711
"SSC5D",183.531832326033,2.13143829265676,0.658635649309931,3.23614170427902,0.00121157221985863,0.164562630412908,601.703886331315,170.313860096114,124.639815998758,68.4393910742051,78.1008041718175,57.9932362839907
"ATP11C",3236.60709288926,0.957464466845309,0.295443386702963,3.24077136242667,0.00119206752748066,0.164562630412908,4320.64293333434,3322.12211811009,5175.51997861508,2038.92352575236,1777.72306638708,2784.71093513662
"NPPB",1110.4081632466,3.06882395252676,0.951093828178765,3.22662587181666,0.00125259124320607,0.168587394142417,322.918006975661,2633.85375407461,2996.30160841458,461.965889750885,210.128354081318,37.2813661825654
"AGPAT9",174.898736385879,-2.51708779307484,0.782680564769566,-3.21598351406095,0.00129998299813237,0.173389624210358,32.2918006975661,86.1587762839166,37.5897857774031,392.575951578427,440.711680683827,60.0644232941332
"HSPB7",35.8678246519737,3.06293243331469,0.953470376120632,3.21240440188272,0.00131628947335433,0.173997014759026,75.3475349609876,15.0276935378924,101.88810355454,14.2582064737927,5.57862886941553,3.10678051521379
"RP11-597K23.2",180.089658142728,-1.70436546935608,0.53159326421466,-3.20614572096582,0.00134525844578319,0.176252666281593,117.326875867824,75.1384676894622,61.3307031104998,357.405708943071,125.519149561849,343.817043683659
"FITM2",828.511092978864,0.623838316753167,0.194822682295707,3.20208257787093,0.00136437879925781,0.177189720377297,951.531727221614,1061.95701001107,1001.07534754558,554.168958281411,708.485866415773,693.847648397746
"CTD-2319I12.1",271.739670975976,2.11130312336735,0.661306680669789,3.19262330939855,0.00140986733990053,0.181505095367194,368.126527952254,255.470790144171,700.357061326352,166.345742194249,33.4717732164932,106.66613102234
"ZFPM2",208.587546990326,2.29903548193707,0.721445415033985,3.18670745426911,0.00143902246561353,0.183661444856968,374.584888091767,394.727416928641,271.042139552854,45.6262607161368,146.903893561276,18.6406830912827
"IMPDH2",7424.63020318941,-0.668910395144912,0.210618650712543,-3.17593144235766,0.00149356243872482,0.18768659915013,5225.88974622278,5739.57708523905,6234.95841460452,9419.92174368574,7504.18560084213,10423.2486285423
"PSME4",5059.69808013523,0.64168203357592,0.202074354513751,3.17547486478427,0.00149591480578962,0.18768659915013,5151.61860461838,6841.6079446845,6506.98975904625,4226.13239883217,4071.4693031951,3560.370470435
"AC027612.6",395.036685583511,-2.88002586278834,0.907901747493635,-3.1721779044252,0.00151300290069324,0.188235360880365,83.9586818136719,50.0923117929748,149.369938220733,72.2415794672166,588.545345723339,1426.01225648313
"MBP",535.190025398324,2.11557002818283,0.668650632411935,3.16393932142353,0.00155649242803343,0.189018423501981,240.035718518575,767.414216668374,1601.52271509515,134.977687951905,198.971096342487,268.218717813457
"SNCAIP",188.501603640751,4.04829137835229,1.27820374219398,3.16717221575614,0.00153929131648061,0.189018423501981,941.844187012345,7.01292365101647,117.715381776604,39.9229781266197,12.087029217067,12.4271220608551
"YBX3",6750.69415364609,-0.446124952843955,0.141012221113957,-3.16373254261009,0.00155759862662895,0.189018423501981,5389.50153642378,5739.57708523905,6016.34413416225,8305.8805445334,7620.40703562162,7432.45458589645
"FBN1",71957.5772075808,0.487077806117766,0.154202839957429,3.15868246169936,0.00158484066509685,0.190760699567145,82275.2026039721,82626.2664562761,87069.8143191321,63084.0087226486,53187.5774124859,63502.5937309698
"CENPK",331.18838126074,-1.24220610621925,0.394134206323376,-3.15173381627287,0.0016230415805668,0.193783311292674,201.285557681495,180.332322454709,208.722231553475,541.811846004124,258.476470949586,596.501858921047
"AC139100.2",26.1981152393844,1.56563001320672,0.497273830195285,3.14842631592311,0.00164152101580257,0.194421749111656,39.8265541936649,43.0793881419583,34.622171110766,12.357112277287,14.8763436517748,12.4271220608551
"LEF1",17.2366195457995,-4.00347982612859,1.27345678890352,-3.14378929934143,0.00166775474379643,0.195961182396081,1.07639335658554,2.00369247171899,2.96761466663708,58.9339200916767,35.331316172965,3.10678051521379
"IL18",349.181072959,3.66596723953714,1.16864026573664,3.13695099083921,0.00170714660691313,0.199004306920663,1491.88119222755,407.751417994815,42.5358102217982,80.7965033514922,66.9435464329864,5.17796752535631
"MRPL21",1291.18371737304,-0.556005440545952,0.177439971075194,-3.13348473388972,0.00172743904172504,0.199004306920663,995.663854841622,1007.85731327465,1132.63959776649,1718.58915364115,1429.05876204861,1463.29362266569
"TOM1L2",3053.20095100731,0.729805333802178,0.233156598345502,3.13010800029223,0.0017474204592831,0.199004306920663,3298.06924457808,4767.78623645534,3362.30741729982,2200.51653245535,2462.96464584696,2227.56162940829
"ACTC1",171.696854196134,1.83075854089959,0.5845606532446,3.13185386450145,0.00173706313503029,0.199004306920663,385.348821657622,114.210470887983,304.675105774741,50.378996207401,113.432120344782,62.1356103042757
"CORO6",178.915201247794,0.795052993180154,0.255181697184595,3.11563486704544,0.00183549393082747,0.207438836991609,252.952438797601,232.428326719403,195.862567998048,133.076593755399,143.184807648332,115.986472567981
"NR4A3",658.248703873155,-3.95359683387217,1.27175047790138,-3.10878344657382,0.0018785935428833,0.210701343957479,93.6462220229417,31.0572333116444,114.747767109967,30.4175071440912,189.673381560128,3489.95011209015
"AC011893.3",88.8630812388308,-1.45728982985144,0.46949519423368,-3.10395047223019,0.00190955294030352,0.212563393091681,69.9655681780599,25.0461558964874,47.4818346661934,135.928235050157,127.378692518321,127.378001123765
"FGD6",732.070678834627,0.797808232973783,0.257287428123553,3.10084421455161,0.00192969784602288,0.21320281052514,956.913694004542,849.565608008852,982.280454656875,627.361084846881,575.528545028036,400.774686462579
