"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","036_iF_Y","652_iF_Y","864_iF_Y","204_iF_O","680_iF_O","706_iF_O"
"TUBG1",2075.83111343325,-0.410812333276779,0.216070217230905,-1.90129087914861,0.0572639230813025,0.794557058311793,1543.54807334366,1849.40815139663,1953.67965553608,2775.59752689832,2112.44079855201,2220.31247487279
"MGMT",224.28587081004,1.34595693938284,0.709939128572207,1.8958765409786,0.0579763716370594,0.794666314886647,433.786522703971,306.564948173006,225.538714664418,267.103734609051,65.0840034765145,47.6373012332781
"SRGAP1",551.801199662631,0.696336812960651,0.367162772955509,1.89653435547244,0.0578894215614352,0.794666314886647,991.358281415279,440.812343778178,615.285440882756,454.361512964862,389.574249380851,419.415369553861
"TBC1D2B",3314.89729995835,0.573590780818036,0.302652412741547,1.89521297921341,0.0580641913209455,0.794666314886647,3262.54826381076,4646.56284191634,3986.49570218248,2505.64215099451,1997.14913525076,3490.98570559523
"PGM5P2",81.4982329531356,1.35702246860947,0.716094724224209,1.89503207146181,0.0580881528886117,0.794666314886647,78.5767150307442,174.321245039552,98.9204888879028,39.9229781266197,82.7496615629971,14.4983090709977
"RFC2",400.81821397627,-0.726151386438984,0.383251649025391,-1.89471170779196,0.0581306058103505,0.794666314886647,369.202921308839,219.40432565323,317.534769330168,672.036798464765,333.787960686696,492.942508413921
"NASP",1429.33834747631,-0.746753679977402,0.393041322321216,-1.89993681979095,0.0574414113714571,0.794666314886647,1203.40777266263,771.421601611812,1227.60326709887,2597.84521952504,1170.58229109903,1605.16993286046
"ABCA8",35.2798245273613,4.40838859122988,2.32010273498707,1.90008335611675,0.0574221815391744,0.794666314886647,29.0626206278095,0,173.11085555383,9.50547098252849,0,0
"JAZF1",941.856885606852,0.986979651777655,0.520905784558249,1.89473736141106,0.0581272053773601,0.794666314886647,2285.18309603109,630.161282355623,840.824155547174,591.240295113272,628.525519287483,675.206965306463
"SLC27A4",1366.37402060833,-0.418386812628147,0.220759495141069,-1.89521548036152,0.0580638600968059,0.794666314886647,1003.19860833772,1152.12317123842,1353.23228798651,1662.50687484423,1345.37932900738,1681.80385223573
"RDH10",1026.48726651,0.896786584489014,0.472332258323381,1.89863505760183,0.0576124756610926,0.794666314886647,957.990087361128,786.449295149704,2262.31158086634,586.487559622008,692.679751285762,873.005324775074
"HINT1",11434.1576562861,-0.274732458785251,0.144975384826552,-1.8950283119713,0.0580886509272481,0.794666314886647,9360.31662886783,10680.6827204981,11004.9043887792,12203.1236473701,12752.7455954839,12603.1729567173
"ABHD17C",192.492058069431,-0.640342960387917,0.337542988249761,-1.89707084039353,0.0578185891215429,0.794666314886647,166.840970270758,128.236318190015,156.294372442886,286.114676574108,162.710008691286,254.756002247531
"PSMB4",9922.3771953106,-0.263519446607743,0.138790035419616,-1.89869139964567,0.0576050630062121,0.794666314886647,8487.36161667696,9332.1976870312,9236.20604746349,11270.636943984,10109.4052828592,11098.4555938487
"RNF31",510.464853764345,-0.435682976326413,0.229861115872029,-1.89541834717696,0.0580369999076821,0.794666314886647,485.453403820077,431.795727655443,384.800701773942,681.542269447293,508.584998595049,570.612021294266
"TRIM7",78.5992315021168,-1.52791826669126,0.804480282730282,-1.89926129886706,0.0575301286383141,0.794666314886647,68.8891748214744,14.0258473020329,38.5789906662821,172.999571882019,36.261087651201,140.840716689692
"MAGOHB",692.406463664508,-0.444990238294772,0.234442521520664,-1.89807819591955,0.0576857819661721,0.794666314886647,533.891104866426,521.961888882797,703.324675992989,864.997859410093,694.539294242234,835.723958592509
"AIM1L",15.9145224059117,1.28096557001419,0.676865716911753,1.89249586440673,0.0584249441432386,0.797953226974767,26.9098339146384,22.0406171889089,18.7948928887015,11.4065651790342,11.1572577388311,5.17796752535631
"ZNF788",485.993718783566,0.865975622676501,0.458041548292747,1.89060495910085,0.058677097772707,0.799185310510512,396.112755223478,939.731769236207,547.030303550103,495.235038189734,269.633728688417,268.218717813457
"FANCA",302.853303116295,-1.21548128924373,0.642756882786501,-1.8910435995245,0.0586185243862568,0.799185310510512,316.459646836148,90.1661612273546,140.467094220822,676.789533956029,192.462695994836,400.774686462579
"AC007362.1",1138.5888512964,2.17251199326041,1.14897915864922,1.89081932157456,0.0586484670363664,0.799185310510512,4956.7914070764,116.214163359702,518.343361772611,291.817959163625,820.988215282319,127.378001123765
"SLC13A3",56.7733649088375,1.18553447346872,0.627475342809226,1.88937220729829,0.0588419722721807,0.800694301001502,67.8127814648888,115.212317123842,53.4170639994675,24.7142245545741,20.4549725211903,59.028829789062
"GINM1",2298.8187513215,0.455180762721171,0.241139147748486,1.88762698620772,0.0590760445941068,0.800930210497725,2200.14802086084,3157.81933542913,2617.43613597391,1681.51781680929,2239.81949107034,1896.17170778548
"SLC9A3R2",2122.23424340614,-0.268867302118886,0.142707667810123,-1.88404243615433,0.0595592355716105,0.800930210497725,1856.77854011005,1960.61308357703,1957.6364750916,2484.73011483295,2175.66525907206,2297.98198775313
"FAM120B",1529.85475212079,0.31298428916035,0.166151271528859,1.88373092953422,0.0596013805158806,0.800930210497725,1835.25067297834,1643.02782680957,1607.45794442842,1276.58475295358,1492.28322256865,1324.52409298614
"PRKD1",430.902468336859,0.969105649974186,0.514818981982407,1.88242019795475,0.0597789856534945,0.800930210497725,707.190435276698,306.564948173006,697.389446659715,158.741365408226,282.65052938372,432.878085119788
"PRR11",1172.06318281535,-1.17329311287258,0.621968571316591,-1.88641865036515,0.0592385612671764,0.800930210497725,1118.37269749237,344.635105135667,697.389446659715,2578.83427755998,624.80643337454,1668.3411366698
"MYLK",12773.1121904104,1.78838306451507,0.949365752879292,1.88376614501962,0.0595966148356446,0.800930210497725,45533.5917702814,6210.44481609302,7689.08960125669,2213.82419183089,12998.2052657382,1993.51749726218
"STIM1",1223.99160933632,0.448287818812811,0.237536683736805,1.88723615973995,0.059128568758473,0.800930210497725,1767.43789151345,1308.4111840325,1162.31574443286,1032.29414870259,1053.4310848413,1020.05960249519
"DPH6",174.27113176769,-0.400771778218288,0.212381005914548,-1.88704152940842,0.0591547400787604,0.800930210497725,156.077036704903,142.262165492048,152.33755288737,194.862155141834,197.111553386015,202.976326993967
"DSN1",449.366141641218,-0.551546657789327,0.292661979333743,-1.88458596174653,0.0594857590830291,0.800930210497725,299.237353130779,372.686799739732,421.401282662466,656.828044892719,413.748307814985,532.295061606629
"DTD1",2043.65463324374,-0.302554193178421,0.160486341462152,-1.88523328790427,0.0593983484599929,0.800930210497725,1736.22248417247,1718.16629449904,2035.78366131304,2206.21981504486,2205.41794637561,2360.11759805741
"GABBR2",64.4522780392676,-1.80729519161413,0.95926951249223,-1.88403276459676,0.0595605437023158,0.800930210497725,43.0557342634215,28.0516946040659,14.8380733331854,22.8131303580684,41.8397165206165,236.115319156248
"CDK2",1335.41206067749,-0.566851177997921,0.300992249994231,-1.88327499465115,0.0596631103262432,0.800930210497725,1107.60876392652,841.550838121977,1280.03112620946,2055.08282642266,1306.32892692147,1421.86988246284
"GPR126",1463.99524090143,0.7472678162267,0.396880535854418,1.882853273764,0.0597202550515166,0.800930210497725,2182.92572715547,1981.65185453008,1340.37262443108,997.123906067239,1588.04968482695,693.847648397746
"TOPBP1",1392.39611368882,-0.394055182342051,0.209326534449968,-1.88249035592875,0.0597694680871148,0.800930210497725,1043.02516253139,1244.29302493749,1322.56693643126,1659.65523354947,1357.46635822445,1727.36996645887
"DNASE1",319.585239635373,0.633325276684976,0.335591802409266,1.88718935366786,0.059134861743927,0.800930210497725,399.341935293234,406.749571758955,360.070579551966,269.955375903809,319.841388513157,161.552586791117
"FANCG",372.15753947726,-1.06529730268886,0.565317733699598,-1.8844222269789,0.0595078856421572,0.800930210497725,383.196034944451,130.240010661734,208.722231553475,781.349714763842,269.633728688417,459.803516251641
"UTP18",1408.4782489371,-0.455556902389227,0.241956492635132,-1.8828050341935,0.0597267945827437,0.800930210497725,1090.38647022115,1279.35764319258,1193.97030087699,2015.15984829604,1325.85412796442,1546.14110307139
"SMIM20",665.589264372696,0.404028497350835,0.21485165423961,1.88049982105443,0.0600399907416453,0.802034966713041,819.135344361593,725.336674762275,730.033207992723,472.421907831666,611.789632679237,634.818818608684
"NUP93",3208.48909429704,-0.394664859260236,0.209794412576765,-1.88119814256648,0.0599449703166512,0.802034966713041,2624.24700335554,2727.02545400955,2965.63625685933,4276.51139503957,3023.61684722322,3633.89760929506
"ATP5G2",4815.0393267402,-0.337253395005544,0.179388822256474,-1.88001342984107,0.0601062476309799,0.802034966713041,4324.94850676069,4350.01635610193,4089.3730106259,6052.13337457589,4626.54287570195,5447.22183667484
"HIST1H2BD",2603.83075130575,-0.83538204887612,0.444154178493814,-1.88083798222728,0.0599939616545307,0.802034966713041,2480.01029357308,1356.49980335376,1774.63357064898,5050.25673301739,1892.0849582101,3069.49914903122
"HIST1H2AM",143.873526016161,-1.533328118448,0.815677185222522,-1.87982224613736,0.0601323075347164,0.802034966713041,145.313103139047,23.0424634247684,53.4170639994675,384.021027694151,85.5389759977048,171.90852184183
"RP11-38M8.1",17.4240966637291,1.35895766745008,0.7233496635714,1.87870090481619,0.0602853442101487,0.803352404168543,18.2986870619541,37.0683107268014,19.7840977775806,5.7032825895171,10.2274862605951,13.4627155659264
"PHF15",954.462002257403,0.71453387776083,0.380492860564866,1.87791664921139,0.0603925683892997,0.803734074175145,1283.06088104996,885.632072499794,1389.83286887503,990.470076379469,725.221753024019,452.554361716142
"OTUD3",1566.53515208431,0.568492327803521,0.3027603401165,1.87769748040568,0.0604225616046563,0.803734074175145,1568.30512054513,1522.80627850643,2522.47246664152,1047.50290227464,1355.60681526797,1382.51732927014
"TIGD2",324.30088097779,1.12719352473694,0.604296153836226,1.86529984938879,0.0621393862612475,0.803964581644435,772.850430028415,331.611104069493,230.484739108814,166.345742194249,325.420017382573,119.093253083195
"RCCD1",429.340775853703,-0.365692459865328,0.195562302307577,-1.86995374645454,0.0614902412103808,0.803964581644435,387.501608370793,407.751417994815,330.394432885595,456.262607161368,482.551397204444,511.583191505204
"RP11-565F19.2",86.3959958170804,0.748257681281899,0.400820849769996,1.86681327009629,0.0619276687103887,0.803964581644435,87.1878618834285,104.192008529388,133.542659998669,86.4997859410093,52.0672027812116,54.8864557687769
"MYO19",565.173994138969,-0.607976012784111,0.325881419605946,-1.86563570736642,0.0620923503194816,0.803964581644435,484.377010463492,349.644336314964,509.4405177727,875.453877490874,492.778883465039,679.349339326748
"OSBPL6",390.127281545002,-0.628916326319706,0.335189658536119,-1.87629991052345,0.0606141093327169,0.803964581644435,293.855386347852,243.448635313857,381.833087107305,335.543125683256,529.969742594476,556.113712223268
"MTMR3",1803.92530080142,0.415875253107155,0.222220861879823,1.8714500951403,0.0612827208924941,0.803964581644435,2524.14242119308,1924.54661908609,1738.03298976045,1549.39177015214,1607.57488586991,1479.86311874683
"PDSS1",306.488447254155,-0.533836496955061,0.286379285986466,-1.8640890702559,0.0623091971548423,0.803964581644435,209.89670453418,243.448635313857,297.750671552588,432.498929705046,292.878015644315,362.457726774942
"SDHA",3924.71620120043,-0.322117496952167,0.172116639208542,-1.87150701078865,0.0612748390398863,0.803964581644435,3334.66661870199,3772.95292424686,3357.36139285542,4754.63658546075,3863.20049207026,4465.47919386728
"PAICS",7232.53178931262,-0.555392030958443,0.297711525269236,-1.86553755504149,0.0621060932220917,0.803964581644435,6076.24049792536,4089.53633477846,7406.17700303728,9831.50863722922,7451.18862658268,8540.5396363227
"KLF13",1696.05611079733,-0.600670960736635,0.320500836962383,-1.87416346999161,0.0609078973860084,0.803964581644435,1373.47792300314,1287.37241307945,1382.90843465288,1604.52350185081,1606.64511439167,2921.40927780603
"AVL9",2364.89914403039,0.487809852169264,0.261057350750879,1.86859267040816,0.0616795062866634,0.803964581644435,2060.21688450472,3325.12765681767,2897.38111952667,1787.02854471536,2192.4011456803,1927.23951293762
"AP000662.4",36.3814845841165,1.24856361606088,0.669797086341677,1.86409233709919,0.0623087384664881,0.803964581644435,60.2780279687901,41.0756956702393,52.4278591105885,19.9614890633098,36.261087651201,8.2847480405701
"KRR1",782.195842034019,-0.348474136123825,0.186297207287937,-1.87052796548491,0.0614105372590954,0.803964581644435,698.579288424013,627.155743648044,738.936051992634,816.519957399198,976.260052147718,835.723958592509
"TOMM22",3097.11405046183,-0.447355225715932,0.239917681139702,-1.86461966283945,0.062234734737084,0.803964581644435,2582.2676624487,2236.12079843839,3043.78344308077,4227.08294593042,3000.37256026732,3493.05689260537
"RP4-773A18.4",42.1628399809886,2.01353598836199,1.0775341206583,1.86865172040386,0.0616712850662812,0.803964581644435,6.45836013951322,34.0627720192229,162.229601776161,13.3076593755399,21.3847439994262,15.5339025760689
"ATP2A3",34.6474548693171,1.75636161951737,0.937691512532069,1.87306976339653,0.0610587520542984,0.803964581644435,121.632449294166,19.0350784813304,19.7840977775806,22.8131303580684,11.1572577388311,13.4627155659264
"C16orf59",160.683050632563,-0.889314307741694,0.474804284274275,-1.87301239099177,0.0610666739508732,0.803964581644435,142.083923069291,90.1661612273546,105.844923110056,323.186013405969,123.659606605378,179.157676377328
"ALAD",875.727647884357,0.521453634487703,0.278839089742441,1.87008799580203,0.0614715991844066,0.803964581644435,1321.81104188704,753.388369366341,1021.84865021204,712.910323689637,739.168325197558,705.23917695353
"TNS1",7193.12653528874,0.825701607369843,0.442220689798678,1.86717090904486,0.06187772468514,0.803964581644435,15575.4118697927,6137.31004087527,5878.84465460806,4814.52105265068,5276.45313898886,5476.21845481684
"PFAS",1100.19370798806,-0.618322593421733,0.329674613578464,-1.87555416145068,0.0607165257232506,0.803964581644435,1064.5530296631,731.347752177432,808.180394214166,1817.44605185945,1012.52113979892,1167.11388021531
"TRIP13",860.637683242678,-1.11202521653491,0.595577622357054,-1.86713733825991,0.0618824114032774,0.803964581644435,772.850430028415,230.424634247684,630.123514215941,1653.95195095996,518.812484855644,1357.66308514843
"B4GALT1",3403.0282198725,0.683256021314767,0.364120091266632,1.87645789865092,0.060592430645093,0.803964581644435,6370.09588427321,3310.09996327977,2902.32714397107,2489.48285032421,2589.41356688704,2756.7499104997
"DCLRE1B",338.927506193968,-0.624241122410443,0.334917371932296,-1.86386605988487,0.0623405160234928,0.803964581644435,287.397026208338,188.347092341585,324.459203552321,508.542697565274,337.50704659964,387.311970896652
"PUM2",2221.70645599024,0.367035218378833,0.196810819136748,1.86491382937545,0.0621934836608255,0.803964581644435,2835.2201012463,2476.56389504467,2197.02405820032,2026.56641347507,2070.6010820314,1724.26318594365
"TMEM119",24.1916910341655,2.64620393768116,1.41170175479785,1.87447803949219,0.0608645661157546,0.803964581644435,115.174089154652,4.00738494343798,5.93522933327417,2.85164129475855,3.71908591294369,13.4627155659264
"TSPAN15",217.694866569417,1.60120014428481,0.855803701472651,1.87098997296868,0.0613464708492815,0.803964581644435,581.25241255619,360.664644909418,40.5574004440402,117.867840183353,147.833665039512,57.9932362839907
"ACSF2",865.262863882886,0.594103489247052,0.318547500296938,1.8650389304366,0.0621759475522913,0.803964581644435,1325.0402219568,993.83146597262,804.22357465865,872.602236196116,648.050720330438,547.828964182698
"CYP2U1",1317.37357269221,0.84866756252501,0.453767561165641,1.87026935187907,0.0614464232919034,0.803964581644435,925.698286663562,2803.16576793487,1353.23228798651,854.541841329312,1073.88605736249,893.717194876499
"NIPA1",1076.79991456814,0.8082006975403,0.433532121782491,1.86422333417265,0.0622903478343134,0.803964581644435,1332.57497545289,1416.61057750533,1363.1243368753,375.466103809876,1144.54868970842,828.47480405701
"MMP24",583.543685573488,1.70962766813762,0.914582114245122,1.8692992586551,0.0615811912196164,0.803964581644435,2135.5644194657,310.572333116444,235.430763553209,177.752307373283,519.74225633388,122.200033598409
"MIR3648",89.5378997664288,1.87605531485571,1.00398793011367,1.86860345486754,0.0616780047553859,0.803964581644435,343.369480750786,54.0996967364128,24.7301222219757,48.4779020108953,15.8061151300107,50.7440817484919
"NALCN",644.843827799921,1.50438833513346,0.804575478311454,1.8697914312411,0.0615127867468599,0.803964581644435,275.556699285897,2224.09864360808,361.059784440845,218.625832598155,476.972768335028,312.749238531521
"ACVR1",1166.4371667909,0.460611661638112,0.246312534294193,1.87002932253526,0.0614797460491172,0.803964581644435,1495.11037229731,1023.8868530484,1534.25678265137,1045.60180807813,905.597419801788,994.169764868412
"RP5-1148A21.3",49.3882996209404,0.919168153075715,0.490817903827203,1.87272743294083,0.0611060331522606,0.803964581644435,63.5072080385467,70.1292365101647,60.3414982216207,29.4669600458383,51.1374313029757,21.7474636064965
"MSANTD3",2202.30386889749,-0.323207385247572,0.172689437643751,-1.87161061879378,0.0612604932423261,0.803964581644435,1760.97953137394,1932.56138897297,2176.25075553386,2365.91172755134,2629.39374045119,2348.72606950162
"RP11-758N13.1",204.621744613464,0.704095406970263,0.377912766480272,1.8631162252811,0.0624459159290365,0.804622963733147,187.292444045883,369.681261032154,203.77620710908,165.395195095996,161.78023721305,139.80512318462
"ZPLD1",101.462159883637,2.39790609160873,1.2873398060085,1.86268309300839,0.062506865953525,0.804707956906032,59.2016346122045,352.649875022543,99.9096937767819,4.75273549126425,90.1878333888844,2.07118701014252
"NAV3",4322.005573053,0.980840154449938,0.526705889247965,1.86221603834806,0.0625726446335425,0.804854912076105,2245.35654183743,9348.22722680496,5617.694563944,2332.64257911249,3680.03551085778,2708.07701576135
"NCOA1",826.75983667295,0.569642924139862,0.305969943946791,1.86176105009492,0.0626367789513949,0.804980479492536,1354.10284258461,809.491758574473,800.266755103134,594.091936408031,724.291981545783,678.313745821677
"GINS4",302.535308009013,-0.947302123757627,0.509935754615447,-1.85768916021981,0.0632131687271804,0.805053203232354,232.500965022476,127.234471954156,260.160885775184,595.993030604537,202.690182255431,396.632312442294
"KCNH1",76.5449690492669,-1.29699070281962,0.697514304745216,-1.8594467439537,0.0629638413468635,0.805053203232354,22.6042604882963,30.0553870757849,80.1255959992013,68.4393910742051,180.375666777769,77.6695128803447
"NT5C3B",965.801835893864,-0.351113683225998,0.188913988975337,-1.85859017180478,0.0630852512512713,0.805053203232354,800.836657299639,899.657919801827,845.770179991569,1111.18955785758,938.139421540045,1199.21727887252
"MBOAT1",80.4930199973406,-0.986319605882682,0.530552714410289,-1.85904167313323,0.0630212316909579,0.805053203232354,63.5072080385467,50.0923117929748,48.4710395550724,175.851213176777,63.2244605200427,81.8118869006297
"YWHAQ",18522.6820031402,-0.324910670218803,0.174984350051896,-1.85679845153262,0.0633398341158692,0.805053203232354,14815.4781600433,15689.9138997956,18831.4934695901,19646.8579737881,21632.063212637,20520.2853029871
"NPR2",364.198520027238,0.621656712766089,0.334424523959952,1.85888494481503,0.063043448523115,0.805053203232354,610.315033183999,399.736648107939,314.567154663531,272.807017198568,313.332988165506,274.432278843885
"SRRD",725.674348218196,-0.325593397592845,0.175357400160834,-1.85674170177145,0.063347911455274,0.805053203232354,642.606833881565,630.161282355623,659.799660882312,890.66263106292,807.971414587016,722.844266539741
"VPS13C",2695.95998687081,0.666055080003183,0.358511888087492,1.85783261904174,0.0631927874044978,0.805053203232354,2768.483713138,4627.52776343501,2526.42928619704,1630.18827350364,2709.35408757948,1913.77679737169
"OXR1",1444.42811460088,0.372960070541815,0.200613097522381,1.8591013007025,0.0630127809570585,0.805053203232354,1626.43036180075,1630.0038257434,1634.16647642815,1206.24426768287,1488.56413665571,1081.1596192944
"POLQ",245.349629731339,-0.948411963164283,0.510279418554381,-1.85861300432443,0.0630820124783303,0.805053203232354,243.264898588331,86.1587762839166,173.11085555383,387.823216087163,193.392467473072,388.347564401723
"ATP5I",2633.49671689482,-0.262109855894436,0.141167332328183,-1.85673166427123,0.0633493402070714,0.805053203232354,2279.80112924817,2550.70051649828,2354.30763553209,2920.08068583275,2972.47941592024,2723.61091833742
"NACC2",4420.56269627551,0.319295450875446,0.171764196101136,1.85891738862413,0.0630388489591188,0.805053203232354,5264.63990705986,5006.2256405899,4452.41120484451,3517.9748106338,4099.36244754218,4182.76216698283
"ANAPC11",1827.69513111578,-0.368107731134834,0.197960376372368,-1.85950207753907,0.0629560050517548,0.805053203232354,1628.58314851392,1573.90043653527,1584.7062319842,2227.13185120643,1692.18409038938,2259.66502806549
"PDZD2",201.829233641426,1.96643402176609,1.05971410456961,1.8556269217203,0.0635067536264773,0.806361481509431,853.579931772331,74.1366214536027,36.600580888524,92.2030685305264,107.853491475367,46.6017077282068
"XRCC6",16505.725860585,-0.353500999664853,0.190606311188397,-1.85461329932275,0.0636514675953022,0.806719588202993,13234.2563192192,14380.5008695272,15865.8572127307,21112.601599294,16301.6833279104,18139.4558348282
"NFIC",890.628497111811,1.09339169993366,0.590020211107144,1.8531427896037,0.0638618951282612,0.806719588202993,2385.28767819355,552.017275958582,701.346266215231,666.333515875247,517.882713377409,520.903533050845
"CDR1",104.528974505912,1.41021185508615,0.760574452801279,1.85414044593818,0.063719069573673,0.806719588202993,329.376367115174,59.1089279157103,67.2659324437739,65.5877497794466,43.6992594770883,62.1356103042757
"CMSS1",669.254437440262,-0.712965627877047,0.384728557597506,-1.85316533903609,0.0638586640091578,0.806719588202993,387.501608370793,404.745879287236,729.044003103844,893.514272357678,594.123974592754,1006.59688692927
"RAP1B",3377.18945446127,0.517385861599794,0.279154133222301,1.85340569966693,0.063824231007014,0.806719588202993,5129.01434413008,3081.67902150381,3718.42117729627,2373.51610433736,2833.01369418485,3127.49238531521
"CCDC86",795.122518578503,-0.375865821696556,0.202727384077869,-1.85404563574985,0.0637326313466097,0.806719588202993,673.822241222546,706.301596280945,696.400241770836,1041.79961968512,886.072218758834,766.339193752734
"TRIM52-AS1",171.439431133829,-0.593386088838378,0.320598861004917,-1.85086773851413,0.0641885830052435,0.806785351871401,142.083923069291,153.282474086503,114.747767109967,265.202640412545,180.375666777769,172.944115346901
"GLRX2",609.02855086865,-0.313491864649081,0.169379103420822,-1.85082963788167,0.064194065822662,0.806785351871401,505.904877595202,584.076355506086,539.11666443907,673.93789266127,639.682777026314,711.452737983957
"CAMK2G",1781.31873177557,0.366245363545166,0.197814856645257,1.85145529388602,0.0641040806256924,0.806785351871401,1677.02084956027,2252.15033821215,2089.20072531251,1604.52350185081,1458.81144935216,1606.20552636553
"IGFBP7-AS1",17.9287238961664,-1.21281796381957,0.655027107652706,-1.85155385120734,0.0640899150839387,0.806785351871401,6.45836013951322,12.0221548303139,13.8488684443064,26.6153187510798,18.5954295647184,30.0322116470666
"SEMA6B",64.9053180692817,1.56679195061205,0.845959359638933,1.85208891273545,0.0640130563427476,0.806785351871401,202.361951038081,62.1144666232887,26.7085319997338,48.4779020108953,17.6656580864825,32.1033986572091
"TTL",4149.90390385965,-0.428519161431294,0.231431254377479,-1.85160454055333,0.0640826305632839,0.806785351871401,2893.34534250192,3510.46921045167,4210.05600706914,4818.32324104369,4196.05868127872,5271.17094081273
"APITD1",116.508334693659,-0.530763564766315,0.287032238792497,-1.84914268515328,0.0644372121900016,0.808468581756758,97.9517954492838,78.1440063970407,109.801742665572,131.175499558893,133.887092865973,148.089871225191
"FAU",8706.59588378307,-0.352947652108761,0.190861573321651,-1.84923369312246,0.0644240755240924,0.808468581756758,7686.52495937732,6855.63379198653,8398.34950658295,10857.148956244,8525.07468394517,9916.84340456241
"TVP23C",138.674923212361,0.464752549573021,0.251665038186694,1.84671082213753,0.0647890623892593,0.808903700752334,141.007529712705,167.308321388536,174.100060442709,112.164557593836,124.589378083614,112.879692052768
"RFC4",492.004924854225,-0.719090376786489,0.389111165596428,-1.84803326238215,0.0645975311219663,0.808903700752334,484.377010463492,251.463405200733,379.854677329547,792.756279942876,421.186479640873,622.391696547829
"FANCD2",584.532342087772,-1.17830630965921,0.637636519658711,-1.84792789203776,0.0646127749358783,0.808903700752334,656.599947517177,149.275089143065,269.063729775096,1171.07402504751,410.958993380278,850.222267663506
"CD97",455.649351269551,1.44804680214303,0.783720351566822,1.84765752126773,0.0646519027647878,0.808903700752334,956.913694004542,322.594487946758,721.130363992812,471.471360733413,47.418345390032,214.367855549751
"ZBTB4",2678.91001436772,0.340826633236597,0.184562945825345,1.84666879753386,0.0647951565573859,0.808903700752334,3235.63842989612,3137.78241071194,2608.533291974,2274.65920611907,2599.64105314764,2217.20569435757
"FPGS",1819.16027264338,-0.334396749392888,0.181084145922596,-1.84663736126202,0.0647997155752968,0.808903700752334,1531.70774642122,1637.01674939442,1658.89659865013,2250.89552866275,1750.75969351824,2085.68531921352
"PRR14L",2052.00452186554,0.344784845895416,0.186747984523623,1.84625738679285,0.0648548419776737,0.808909802425829,2530.6007813326,2289.21864893895,2068.42742264605,1596.91912506479,1944.15216099131,1882.70899221956
"FAM50B",198.655047427858,0.926004585165414,0.501692688442274,1.84576057514532,0.0649269773892239,0.809127862161161,400.41832864982,128.236318190015,252.247246664152,115.966745986848,119.010749214198,176.050895862115
"CBR3",335.70371496176,-0.931653430100941,0.505222096675566,-1.84404727392439,0.0651762509728991,0.810248462692433,373.508494735181,152.280627850643,167.175626220556,641.619291320673,306.824587817854,372.813661825654
"SIK1",939.527919997745,-1.227725255765,0.665603241872468,-1.84453016230987,0.0651059142684807,0.810248462692433,421.94619578153,832.534221999241,432.282536440135,362.158444434336,2375.56612689278,1212.67999443845
"NAPEPLD",279.683360480326,0.435723584163032,0.236290806436593,1.84401412282604,0.065181082003829,0.810248462692433,303.542926557121,344.635105135667,316.545564441289,195.812702240087,265.914642775474,251.649221732317
"RP3-428L16.2",53.6904880314563,-1.10737773838316,0.601170497828359,-1.84203606528165,0.0654698746355918,0.812378190068685,36.5973741239082,22.0406171889089,43.5250151106772,119.768934379859,56.7160601723912,43.494927212993
"IL11",4369.43365394728,-1.37997530737107,0.749302165237152,-1.84168066154502,0.0655218745448765,0.812378190068685,2366.9889911316,1218.24502280515,3691.71264529653,2260.40099964528,2857.18775261899,13822.0665121861
"FAM198B",593.657718570054,3.33021772048933,1.80891045341149,1.84100750493688,0.0656204589099858,0.812378190068685,1719.0001904671,193.356323520883,1327.51296087566,12.357112277287,308.684130774326,1.03559350507126
"CLIP3",381.054251815248,1.20934735034778,0.656909671812636,1.84096444646762,0.0656267690187198,0.812378190068685,1059.17106288017,308.568640644725,228.506329331056,233.834586170201,313.332988165506,142.911903699834
"RP11-226L15.5",72.7264109192329,0.625982625853452,0.340026784291825,1.84098034264327,0.06562443941652,0.812378190068685,81.8058951005008,85.1569300480571,97.9312839990238,59.8844671899295,66.0137749547505,45.5661142231355
"SPATA33",187.299596907403,-0.434233771673505,0.236409721757768,-1.8367847499877,0.0662416780850592,0.813843094933277,162.535396844416,144.265857963767,171.132445776072,234.785133268454,191.5329245166,219.545823075108
"SLC22A18",184.346784099376,0.74002279646412,0.402808892027465,1.83715605864446,0.0661868604360962,0.813843094933277,310.001286696635,247.456020257295,134.531864887548,153.038082818709,135.746635822445,125.306814113623
"CENPV",757.469905248432,-0.791584489762555,0.430638445657242,-1.83816493335711,0.0660381053045378,0.813843094933277,545.731431788867,357.65910620184,760.698559547973,1200.54098509335,578.317859462744,1101.87148939582
"WDR74",773.57671971508,-0.410342719206986,0.223167114982904,-1.83872395015915,0.0659557988751782,0.813843094933277,627.537326889368,639.177898478358,726.076388437207,1040.84907258687,741.02786815403,866.791763744647
"WDR76",375.292579453124,-1.21908771706887,0.662838251964485,-1.83919336799861,0.0658867498003058,0.813843094933277,343.369480750786,75.1384676894622,258.182475997426,847.888011641542,262.19555686253,464.981483776997
"BEST3",53.0321024498104,1.26156397373117,0.686437442182436,1.83784260036894,0.0660856022246934,0.813843094933277,45.2085209765925,106.195701001107,73.2011617770481,16.1593006702984,56.7160601723912,20.7118701014252
